GKGRECORDID,V2DATE,V1Persons
20150425191500-322,2015-04-25T19:15:00.000+02:00,gordon janow;azim afif;tenzing norgay;edmund hillary;karly domb sadof;mount kumori;gyanendra shrestha;ang tshering
20150425191500-949,2015-04-25T19:15:00.000+02:00,
20150425193000-936,2015-04-25T19:30:00.000+02:00,carsten lillelund pedersen;glomnes johansen;jelle veyt;marin clark;shrish vaidya;deepak rauniar;ang tshering;sushil koirala
20150425194500-1489,2015-04-25T19:45:00.000+02:00,gordon janow;azim afif;tenzing norgay;edmund hillary;karly domb sadof;mount kumori;gyanendra shrestha;ang tshering
20150425201500-557,2015-04-25T20:15:00.000+02:00,
20150425203000-404,2015-04-25T20:30:00.000+02:00,carsten lillelund pedersen;munir ahmed;glomnes johansen;seth borenstein;vikas swarup;muneeza naqvi;jan m olsen;jelle veyt;marin clark;deepak rauniar;shrish vaidya;sushil koirala;ang tshering
20150425203000-515,2015-04-25T20:30:00.000+02:00,mohamad amin;mohamad amin wagiman;jamiah salleh
20150425210000-1199,2015-04-25T21:00:00.000+02:00,james jackson;seth borenstein;david wald;hari ghi
20150425211500-1126,2015-04-25T21:15:00.000+02:00,matthew mpoke bigg;kevin liffey
20150425213000-585,2015-04-25T21:30:00.000+02:00,carsten lillelund pedersen;glomnes johansen;vikas swarup;irina bokova;jelle veyt;marin clark;shrish vaidya;deepak rauniar;sushil koirala;ang tshering
20150425220000-351,2015-04-25T22:00:00.000+02:00,mount manaslu
20150425220000-815,2015-04-25T22:00:00.000+02:00,luis hidalgo;puerto montt;rodrigo alvarez;andres reyes;rodrigo penailillo
20150425221500-1168,2015-04-25T22:15:00.000+02:00,baltimore sandtown;justice allah;andre bazeman;anthony batts;dante acree;tanya peacher;malik shabazz;leonard patterson
20150425221500-1213,2015-04-25T22:15:00.000+02:00,glomnes johansen;munir ahmed;seth borenstein;vikas swarup;jan m olsen;irina bokova;deepak rauniar;ang tshering;carsten lillelund pedersen;yuvraj khadka;jelle veyt;shiwani neupane;marin clark;shrish vaidya;sushil koirala
20150425221500-665,2015-04-25T22:15:00.000+02:00,james jackson;seth borenstein;david wald;hari ghi
20150425223000-585,2015-04-25T22:30:00.000+02:00,dan fredinburg
20150425223000-695,2015-04-25T22:30:00.000+02:00,garrett ingoglia;kashish das shrestha
20150425224500-484,2015-04-25T22:45:00.000+02:00,robert b smith
20150425224500-851,2015-04-25T22:45:00.000+02:00,bob fitzgerald;jan seeley;mike lindemann;rick atterberry;ivesdale atterberry;john dwyer;dan miller
20150425231500-44,2015-04-25T23:15:00.000+02:00,james jackson;david wald;hari ghi
20150425233000-70,2015-04-25T23:30:00.000+02:00,rupam jain nair;krista mahr;alex gavan;ramesh pokharel;ruma paul;manoj chaurasia;dinesh chaudhary;mohan krishna sapkota;krishna das;stan adhikari;mike collett;serajul quadir;gopal sharma;mayank bhardwaj;andrew macaskill;suvashree choudhury;mark bendeich;minendra rijal;paritosh bansal;sharat pradhan
20150425000000-991,2015-04-25T00:00:00.000+02:00,john kerry;leona aglukkaq;arshad mohammed;sergei donskoi;sergei lavrov
20150425004500-780,2015-04-25T00:45:00.000+02:00,shaune adderley;mark roberts
20150425011500-1082,2015-04-25T01:15:00.000+02:00,stephen harper;philippe couillard;kathleen wynne
20150425014500-953,2015-04-25T01:45:00.000+02:00,ben jerry;sandra eskin;barack obama;jeff ventura;mary clare jalonick;david acheson;robert tauxe;john lowe
20150425024500-81,2015-04-25T02:45:00.000+02:00,jack shieh;thanh vu
20150425030000-196,2015-04-25T03:00:00.000+02:00,stephen harper;philippe couillard;kathleen wynne
20150425034500-1352,2015-04-25T03:45:00.000+02:00,
20150425034500-973,2015-04-25T03:45:00.000+02:00,almudena calatrava;aerolineas argentinas;jorge vargas;michael ventrice;rodrigo alvarez;eva vergara;luis andres henao;mauricio cuevas;gonzalo keogan;luis hidalgo;puerto montt;leonardo haberkorn
20150425041500-772,2015-04-25T04:15:00.000+02:00,
20150425043000-104,2015-04-25T04:30:00.000+02:00,david metzner
20150425044500-1369,2015-04-25T04:45:00.000+02:00,
20150425051500-958,2015-04-25T05:15:00.000+02:00,john wilkes;gilles a trahan;gilles trahan;john s wilkes
20150425054500-1246,2015-04-25T05:45:00.000+02:00,john lowe;jeff ventura
20150425064500-1196,2015-04-25T06:45:00.000+02:00,sandy paul
20150425064500-776,2015-04-25T06:45:00.000+02:00,richard lengel
20150425073000-1002,2015-04-25T07:30:00.000+02:00,mohammad shahab;munir ahmed;muneeza naqvi
20150425080000-1126,2015-04-25T08:00:00.000+02:00,ben jerry;sandra eskin;barack obama;jeff ventura;mary clare jalonick;david acheson;robert tauxe;john lowe
20150425080000-1177,2015-04-25T08:00:00.000+02:00,mike penaluna;jamie gudmestad;jody gonzalez;ryan grelle
20150425080000-1432,2015-04-25T08:00:00.000+02:00,
20150425080000-1434,2015-04-25T08:00:00.000+02:00,ben jerry;sandra eskin;barack obama;jeff ventura;mary clare jalonick;david acheson;robert tauxe;john lowe
20150425081500-77,2015-04-25T08:15:00.000+02:00,
20150425083000-851,2015-04-25T08:30:00.000+02:00,mohammad shahab;munir ahmed;minendra rijal
20150425084500-869,2015-04-25T08:45:00.000+02:00,jonas walford;jake heron
20150425090000-1264,2015-04-25T09:00:00.000+02:00,dinesh acharya;laxman singh rathore;anupa shrestha
20150425090000-515,2015-04-25T09:00:00.000+02:00,judd deere;lamar davis;entergy arkansa;asa hutchinson;ted thomas;john bethel;david cruthirds;hugh mcdonald;mike beebe
20150425090000-942,2015-04-25T09:00:00.000+02:00,
20150425091500-453,2015-04-25T09:15:00.000+02:00,
20150425093000-233,2015-04-25T09:30:00.000+02:00,tenzing norgay;edmund hillary;mt everest;prue smith
20150425093000-466,2015-04-25T09:30:00.000+02:00,preity zinta;amitabh bachchan;pooja bhatt;jackky bhagnani;vir das;sonakshi sinha
20150425101500-1264,2015-04-25T10:15:00.000+02:00,mt druitt;tanya arginovsky;zach berry-porter
20150425103000-726,2015-04-25T10:30:00.000+02:00,
20150425111500-277,2015-04-25T11:15:00.000+02:00,atlantic ocean;jin-hyun paik;rudiger wolfrum;thomas mensah;ronny abraham;adama toungara;boualem bouguetaia
20150425111500-342,2015-04-25T11:15:00.000+02:00,yogeshwar misra
20150425113000-1454,2015-04-25T11:30:00.000+02:00,randy baldwin;muneeza naqvi
20150425114500-904,2015-04-25T11:45:00.000+02:00,yogeshwar misra
20150425120000-143,2015-04-25T12:00:00.000+02:00,gyanendra shretha;ang tshering
20150425120000-787,2015-04-25T12:00:00.000+02:00,
20150425121500-229,2015-04-25T12:15:00.000+02:00,
20150425121500-28,2015-04-25T12:15:00.000+02:00,robin trygg;carsten lillelund pedersen;thomas frese carlsen;muneeza naqvi;edmund hillary;jan m olsen;tenzing norgay;jelle veyt;gyanendra shretha;jenny adhikari;ang tshering
20150425121500-499,2015-04-25T12:15:00.000+02:00,yogeshwar misra
20150425121500-699,2015-04-25T12:15:00.000+02:00,krishna prasad dhakal;sushil koirala
20150425130000-885,2015-04-25T13:00:00.000+02:00,banda sea;indian ocean
20150425130000-925,2015-04-25T13:00:00.000+02:00,rajnath singh;krishna prasad dhakal;gyanendra shrestha;daniel mazur;alex gavan;ram narayan pandey
20150425131500-21,2015-04-25T13:15:00.000+02:00,laxmi dhakal;nawaz sharif;pushpa das;carsten lillelund pedersen;munir ahmed;seth borenstein;jan m olsen;jelle veyt;jenny adhikari;liz satow;ang tshering
20150425131500-809,2015-04-25T13:15:00.000+02:00,krishna prasad dhakal
20150425140000-554,2015-04-25T14:00:00.000+02:00,pushpa das;gyanendra shretha;julie mccarthy;minendra rijal;ang tshering
20150425141500-96,2015-04-25T14:15:00.000+02:00,
20150425143000-430,2015-04-25T14:30:00.000+02:00,robin trygg;carsten lillelund pedersen;glomnes johansen;thomas frese carlsen;muneeza naqvi;edmund hillary;jan m olsen;tenzing norgay;gyanendra shretha;jenny adhikari;ang tshering
20150425143000-479,2015-04-25T14:30:00.000+02:00,
20150425143000-936,2015-04-25T14:30:00.000+02:00,rokeya khanam;mt everest
20150425144500-1401,2015-04-25T14:45:00.000+02:00,
20150425150000-530,2015-04-25T15:00:00.000+02:00,kamal singh bam;anupa shrestha;alex gavan;dharmu subedi;kari cuelenaere;gyanendra kumar shrestha
20150425151500-44,2015-04-25T15:15:00.000+02:00,edmund hillary;tenzing norgay;seth borenstein;paul earle
20150425151500-781,2015-04-25T15:15:00.000+02:00,rupam jain nair;krista mahr;daniel mazur;alex gavan;ruma paul;mark heinrich;manoj chaurasia;mohan krishna sapkota;king birendra shah;serajul quadir;gopal sharma;douglas busvine;mayank bhardwaj;andrew macaskill;sanjeev miglani;kevin liffey;sharat pradhan
20150425153000-934,2015-04-25T15:30:00.000+02:00,maria theresa;tusitala sola;piet abbeloos;kusadasiand kepez;los angeles;stephen schwartz;dieter graf;torstein hagen
20150425154500-664,2015-04-25T15:45:00.000+02:00,nawaz sharif;pushpa das;carsten lillelund pedersen;david a rothery;jelle veyt;los angeles;jenny adhikari;ang tshering
20150425160000-1133,2015-04-25T16:00:00.000+02:00,somecallmetim krugman;sinclair davidson;stephen matchett;christopher joye;ross gittins;tim blair;richard alston;anthony powell
20150425161500-1877,2015-04-25T16:15:00.000+02:00,oleg naydenov;gran canaria
20150425163000-1576,2015-04-25T16:30:00.000+02:00,
20150425164500-551,2015-04-25T16:45:00.000+02:00,oleg naydenov;gran canaria
20150425170000-699,2015-04-25T17:00:00.000+02:00,dinesh acharya;anupa shrestha
20150425170000-711,2015-04-25T17:00:00.000+02:00,carsten lillelund pedersen;mount khumbutse;glomnes johansen;gurinder osan;muneeza naqvi;jan m olsen;tenzing norgay;edmund hillary;gyanendra shrestha;ang tshering
20150425171500-425,2015-04-25T17:15:00.000+02:00,gavin schmidt climateofgavin;john daly
20150425181500-1419,2015-04-25T18:15:00.000+02:00,carsten lillelund pedersen;munir ahmed;glomnes johansen;seth borenstein;jan m olsen;jelle veyt;marin clark;deepak rauniar;shrish vaidya;sushil koirala;ang tshering
20150425183000-1358,2015-04-25T18:30:00.000+02:00,jagan chapagain;borge brende;vladimir putin;asia pacific;francois hollande;cecilia keizer
20150425190000-397,2015-04-25T19:00:00.000+02:00,
20150425203000-1388,2015-04-25T20:30:00.000+02:00,carsten lillelund pedersen;munir ahmed;glomnes johansen;seth borenstein;vikas swarup;muneeza naqvi;jan m olsen;jelle veyt;marin clark;deepak rauniar;shrish vaidya;sushil koirala;ang tshering
20150425203000-1458,2015-04-25T20:30:00.000+02:00,caroline blaikie;mt everest;matt rilkoff;tenzing norgay;edmund hillary;mike scott;prue smith;peter drury
20150425203000-1594,2015-04-25T20:30:00.000+02:00,niranjan shrestha;john kerry;bernadette meehan
20150425203000-536,2015-04-25T20:30:00.000+02:00,
20150425204500-347,2015-04-25T20:45:00.000+02:00,john kerry;bernadette meehan
20150425210000-164,2015-04-25T21:00:00.000+02:00,john kerry;bernadette meehan
20150425210000-1698,2015-04-25T21:00:00.000+02:00,
20150425211500-591,2015-04-25T21:15:00.000+02:00,subhash acharya;manesh shrestha;joe mcenness
20150425214500-1111,2015-04-25T21:45:00.000+02:00,john kerry;bernadette meehan;charles thomas miller
20150425221500-1302,2015-04-25T22:15:00.000+02:00,glomnes johansen;munir ahmed;seth borenstein;vikas swarup;jan m olsen;irina bokova;deepak rauniar;ang tshering;carsten lillelund pedersen;yuvraj khadka;jelle veyt;shiwani neupane;marin clark;shrish vaidya;sushil koirala
20150425221500-271,2015-04-25T22:15:00.000+02:00,carmen castillo;alberto undurraga;luis felipe;patricio cartagena;carlos furche;michelle bachelet bachelet;puerto montt
20150425223000-306,2015-04-25T22:30:00.000+02:00,glomnes johansen;munir ahmed;seth borenstein;vikas swarup;jan m olsen;irina bokova;deepak rauniar;ang tshering;carsten lillelund pedersen;yuvraj khadka;jelle veyt;shiwani neupane;marin clark;shrish vaidya;sushil koirala
20150425224500-293,2015-04-25T22:45:00.000+02:00,glomnes johansen;munir ahmed;seth borenstein;vikas swarup;jan m olsen;irina bokova;deepak rauniar;ang tshering;carsten lillelund pedersen;yuvraj khadka;jelle veyt;shiwani neupane;marin clark;shrish vaidya;sushil koirala
20150425224500-343,2015-04-25T22:45:00.000+02:00,
20150425224500-939,2015-04-25T22:45:00.000+02:00,garrett ingoglia;kashish das shrestha
20150425224500-977,2015-04-25T22:45:00.000+02:00,rodrigo alvarez
20150425230000-730,2015-04-25T23:00:00.000+02:00,
20150425231500-1132,2015-04-25T23:15:00.000+02:00,darbar square;nitin chandra;raj darbhanga;mt everest;madhubani rajnagar
20150425231500-384,2015-04-25T23:15:00.000+02:00,mohammed abdul qayyum;fumio kaneko
20150425231500-40,2015-04-25T23:15:00.000+02:00,
20150425233000-1207,2015-04-25T23:30:00.000+02:00,juan antonio bayona;sean connery;naomi watts;kodi-smit mcphee;tom holland;ewan mcgregor;harrison ford
20150425233000-1419,2015-04-25T23:30:00.000+02:00,dan fredinburg;sophia bush
20150425233000-332,2015-04-25T23:30:00.000+02:00,
20150425000000-305,2015-04-25T00:00:00.000+02:00,lanny hensley;tom rummel;mike stickney
20150425004500-1144,2015-04-25T00:45:00.000+02:00,ben jerry;sandra eskin;barack obama;jeff ventura;mary clare jalonick;david acheson;robert tauxe;john lowe
20150425004500-614,2015-04-25T00:45:00.000+02:00,
20150425010000-1332,2015-04-25T01:00:00.000+02:00,jack herer;bubba kush
20150425011500-638,2015-04-25T01:15:00.000+02:00,kamil cassim
20150425011500-743,2015-04-25T01:15:00.000+02:00,billy yovanovich;cara mckenna;greg martin
20150425013000-253,2015-04-25T01:30:00.000+02:00,ben jerry;sandra eskin;barack obama;jeff ventura;mary clare jalonick;david acheson;robert tauxe;john lowe
20150425014500-1619,2015-04-25T01:45:00.000+02:00,callide oxyfuel;dalla valle
20150425021500-1443,2015-04-25T02:15:00.000+02:00,
20150425023000-715,2015-04-25T02:30:00.000+02:00,
20150425023000-898,2015-04-25T02:30:00.000+02:00,almudena calatrava;aerolineas argentinas;jorge vargas;michael ventrice;rodrigo alvarez;eva vergara;luis andres henao;mauricio cuevas;gonzalo keogan;luis hidalgo;puerto montt;leonardo haberkorn
20150425040000-1220,2015-04-25T04:00:00.000+02:00,jessyn farrell;jay inslee;doug ericksen;becky kelley
20150425053000-846,2015-04-25T05:30:00.000+02:00,john macdonald;alfred ross;hollywood jess;paul fontaine;nicola oliva;brett crawford;fern paquet jr;howard okusko jr;kylers valentine;conway hall;david dewhurst;george ducharme;jimmy whittemore
20150425064500-840,2015-04-25T06:45:00.000+02:00,doris lee;david hurley;mike baird;dick smith
20150425070000-15,2015-04-25T07:00:00.000+02:00,michael mcdonald
20150425070000-761,2015-04-25T07:00:00.000+02:00,
20150425074500-967,2015-04-25T07:45:00.000+02:00,harold cabunoc;sarhadi zwak;warren weinstein;shinzo abe;barack obama;zafar iqbal;wu rongrong;rana plaza
20150425080000-970,2015-04-25T08:00:00.000+02:00,ben jerry;sandra eskin;barack obama;jeff ventura;mary clare jalonick;david acheson;robert tauxe;john lowe
20150425093000-882,2015-04-25T09:30:00.000+02:00,minendra rijal
20150425094500-882,2015-04-25T09:45:00.000+02:00,byas ji;nitish kumar
20150425100000-494,2015-04-25T10:00:00.000+02:00,
20150425101500-1446,2015-04-25T10:15:00.000+02:00,byas ji;nitish kumar
20150425103000-1528,2015-04-25T10:30:00.000+02:00,
20150425104500-1140,2015-04-25T10:45:00.000+02:00,neville lazarus
20150425104500-1247,2015-04-25T10:45:00.000+02:00,daniel mazur;alex gavan
20150425104500-781,2015-04-25T10:45:00.000+02:00,nawaz sharif;robin trygg;pushpa das;munir ahmed;jan m olsen;cho oyu;jenny adhikari;ang tshering
20150425111500-1106,2015-04-25T11:15:00.000+02:00,yogeshwar misra
20150425113000-1019,2015-04-25T11:30:00.000+02:00,mamata banerjee
20150425113000-928,2015-04-25T11:30:00.000+02:00,binaj gurubacharya
20150425114500-1063,2015-04-25T11:45:00.000+02:00,
20150425114500-232,2015-04-25T11:45:00.000+02:00,gyanendra shrestha
20150425123000-563,2015-04-25T12:30:00.000+02:00,bavuta gudde
20150425124500-837,2015-04-25T12:45:00.000+02:00,nawaz sharif;jelle veyt;carsten lillelund pedersen;liz satow;ang tshering
20150425133000-215,2015-04-25T13:30:00.000+02:00,laxmi dhakal;nawaz sharif;pushpa das;carsten lillelund pedersen;munir ahmed;seth borenstein;jan m olsen;jelle veyt;jenny adhikari;liz satow;ang tshering
20150425140000-39,2015-04-25T14:00:00.000+02:00,
20150425140000-795,2015-04-25T14:00:00.000+02:00,
20150425141500-568,2015-04-25T14:15:00.000+02:00,neville lazarus;daniel mazur;alex gavan;mount pumori;david cameron;minendra rijal
20150425143000-1626,2015-04-25T14:30:00.000+02:00,laxmi dhakal;nawaz sharif;pushpa das;carsten lillelund pedersen;munir ahmed;seth borenstein;david a rothery;jan m olsen;jelle veyt;jenny adhikari;liz satow;ang tshering
20150425143000-1989,2015-04-25T14:30:00.000+02:00,
20150425143000-291,2015-04-25T14:30:00.000+02:00,dennis whedbee
20150425150000-1136,2015-04-25T15:00:00.000+02:00,shiwani neupane;kashish das shrestha;john parajuli;manesh shreshtra
20150425150000-888,2015-04-25T15:00:00.000+02:00,
20150425154500-768,2015-04-25T15:45:00.000+02:00,john madigan;tom godfrey;peter morrissey
20150425160000-187,2015-04-25T16:00:00.000+02:00,mohammadpur khala;chaudhary charan singh;akhilesh yadav;sant kabir nagar
20150425161500-1552,2015-04-25T16:15:00.000+02:00,ram baran yadav
20150425164500-614,2015-04-25T16:45:00.000+02:00,alan pardew;michael dawson;wilfried zaha;scott dann;robbie brady;mark clattenburg;tom huddlestone;jake livermore;glenn murray;dame ndoye;yaya sanogo;steve harper;lee chung-yong;pape souare;james chester;damien delaney;gaston ramirez;julian speroni;steve bruce;paul mcshane
20150425170000-1274,2015-04-25T17:00:00.000+02:00,carsten lillelund pedersen;mount khumbutse;glomnes johansen;muneeza naqvi;edmund hillary;jan m olsen;tenzing norgay;gyanendra shrestha;ang tshering
20150425171500-1779,2015-04-25T17:15:00.000+02:00,andrew macaskill;rupam jain nair;daniel mazur;mohan krishna sapkota;alex gavan;douglas busvine;kevin liffey
20150425173000-1171,2015-04-25T17:30:00.000+02:00,robbie katter;mark bailey
20150425173000-441,2015-04-25T17:30:00.000+02:00,ed miliband;philip hammond;david cameron;ram kishan;gyanendra shretha;ang tshering;tanya barron
20150425183000-141,2015-04-25T18:30:00.000+02:00,ram baran yadav
20150425184500-1375,2015-04-25T18:45:00.000+02:00,baba ramdev
20150425190000-221,2015-04-25T19:00:00.000+02:00,jack herer;bubba kush
20150425190000-831,2015-04-25T19:00:00.000+02:00,nawaz sharif;rokeya khanam;mashfee binte shams;minendra rijal
20150425191500-321,2015-04-25T19:15:00.000+02:00,jon reiter;carsten lillelund pedersen;jon krakauer;susan reiter;alex gavan
20150425193000-1018,2015-04-25T19:30:00.000+02:00,gordon janow;azim afif;tenzing norgay;edmund hillary;karly domb sadof;mount kumori;gyanendra shrestha;ang tshering
20150425193000-131,2015-04-25T19:30:00.000+02:00,azim afif;abigail hunter;ayal weiner-kaplow;ram sharan mahat;david arvan
20150425193000-447,2015-04-25T19:30:00.000+02:00,mount khumbutse;azim afif;gurinder osan;jody kurash;ang tshering
20150425193000-720,2015-04-25T19:30:00.000+02:00,gordon janow;mount khumbutse;azim afif;gurinder osan;edmund hillary;tenzing norgay;gyanendra shrestha;jody kurash;ang tshering
