GKGRECORDID,V2DATE,V1Persons
20150425234500-1383,2015-04-25T23:45:00.000+02:00,
20150425234500-508,2015-04-25T23:45:00.000+02:00,kate ravilious;marin k clark;chris goldfinger;gavin hayes
20150425001500-1574,2015-04-25T00:15:00.000+02:00,cynthia landecker;birgitta danielson;jeffrey creque;steve emery;santa venetia;olga diaz;chelsea manning;edward snowden;barack obama;janet willis;ray schneider;barbara ravizza;donna yamagata;brian crawford;lauren ayers;elaine reichert;phyllis faber
20150425001500-2048,2015-04-25T00:15:00.000+02:00,john kerry;michael stickman;leona aglukkaq;sergei donskoi;sergei lavrov
20150425001500-38,2015-04-25T00:15:00.000+02:00,barbara stanton;brian boese;hannah borg
20150425010000-1210,2015-04-25T01:00:00.000+02:00,
20150425011500-897,2015-04-25T01:15:00.000+02:00,stephen harper;philippe couillard;kathleen wynne
20150425013000-192,2015-04-25T01:30:00.000+02:00,colin mcnickle triblive
20150425020000-1550,2015-04-25T02:00:00.000+02:00,
20150425034500-71,2015-04-25T03:45:00.000+02:00,
20150425064500-947,2015-04-25T06:45:00.000+02:00,
20150425074500-718,2015-04-25T07:45:00.000+02:00,ben jerry;sandra eskin;barack obama;jeff ventura;mary clare jalonick;david acheson;robert tauxe;john lowe
20150425080000-1073,2015-04-25T08:00:00.000+02:00,mohammad shahab;munir ahmed;minendra rijal
20150425084500-591,2015-04-25T08:45:00.000+02:00,
20150425084500-674,2015-04-25T08:45:00.000+02:00,
20150425091500-1377,2015-04-25T09:15:00.000+02:00,
20150425094500-519,2015-04-25T09:45:00.000+02:00,minendra rijal
20150425100000-332,2015-04-25T10:00:00.000+02:00,nawaz sharif;robin trygg;pushpa das;mohammad shahab;cho oyu;minendra rijal;liz satow;jenny adhikari
20150425103000-280,2015-04-25T10:30:00.000+02:00,
20150425103000-914,2015-04-25T10:30:00.000+02:00,darbar square;abhay kumar
20150425104500-1436,2015-04-25T10:45:00.000+02:00,robbie katter;mark bailey
20150425110000-465,2015-04-25T11:00:00.000+02:00,nawaz sharif;robin trygg;pushpa das;cho oyu;jenny adhikari;ang tshering
20150425110000-472,2015-04-25T11:00:00.000+02:00,wanchai sakudomchai
20150425113000-1395,2015-04-25T11:30:00.000+02:00,randy baldwin;muneeza naqvi
20150425113000-75,2015-04-25T11:30:00.000+02:00,nawaz sharif;jenny adhikari;ang tshering
20150425114500-1308,2015-04-25T11:45:00.000+02:00,minendra rijal
20150425120000-254,2015-04-25T12:00:00.000+02:00,nawaz sharif;pushpa das;carsten lillelund pedersen;munir ahmed;seth borenstein;jan m olsen;jelle veyt;jenny adhikari;liz satow;ang tshering
20150425120000-773,2015-04-25T12:00:00.000+02:00,mohammad shahab;minendra rijal
20150425130000-1290,2015-04-25T13:00:00.000+02:00,
20150425130000-52,2015-04-25T13:00:00.000+02:00,john forster
20150425131500-362,2015-04-25T13:15:00.000+02:00,
20150425133000-1173,2015-04-25T13:30:00.000+02:00,krishna prasad dhakal;gyanendra shrestha;daniel mazur;alex gavan;ram narayan pandey
20150425133000-675,2015-04-25T13:30:00.000+02:00,laxmi dhakal;jelle veyt;pushpa das;carsten lillelund pedersen;ang tshering
20150425134500-301,2015-04-25T13:45:00.000+02:00,jas sanghera
20150425140000-1083,2015-04-25T14:00:00.000+02:00,djs djxclusive;oritse femi;cynthia morgan;kufre ekanem;yemi alade;sean tizzle;seyi shay
20150425140000-1175,2015-04-25T14:00:00.000+02:00,akhilesh yadav;pratapgarh uttar pradesh
20150425140000-59,2015-04-25T14:00:00.000+02:00,kamal singh bam
20150425143000-1015,2015-04-25T14:30:00.000+02:00,michelle bachelet;pacific ocean
20150425143000-1541,2015-04-25T14:30:00.000+02:00,robin trygg;carsten lillelund pedersen;glomnes johansen;thomas frese carlsen;muneeza naqvi;edmund hillary;jan m olsen;tenzing norgay;gyanendra shretha;jenny adhikari;ang tshering
20150425143000-399,2015-04-25T14:30:00.000+02:00,robin trygg;carsten lillelund pedersen;glomnes johansen;thomas frese carlsen;muneeza naqvi;edmund hillary;jan m olsen;tenzing norgay;gyanendra shretha;jenny adhikari;ang tshering
20150425144500-462,2015-04-25T14:45:00.000+02:00,nawaz sharif;pushpa das;carsten lillelund pedersen;munir ahmed;seth borenstein;david a rothery;jan m olsen;los angeles;jelle veyt;jenny adhikari;ang tshering
20150425144500-566,2015-04-25T14:45:00.000+02:00,robin trygg;carsten lillelund pedersen;glomnes johansen;thomas frese carlsen;muneeza naqvi;edmund hillary;jan m olsen;tenzing norgay;gyanendra shretha;jenny adhikari;ang tshering
20150425153000-521,2015-04-25T15:30:00.000+02:00,austin holland;richard d andrews
20150425153000-522,2015-04-25T15:30:00.000+02:00,
20150425154500-20,2015-04-25T15:45:00.000+02:00,kamal singh bam;anupa shrestha;alex gavan;dharmu subedi;kari cuelenaere;gyanendra kumar shrestha
20150425160000-631,2015-04-25T16:00:00.000+02:00,daniel mazur;alex gavan;arjun vajpai;gyanendra kumar shrestha
20150425161500-1667,2015-04-25T16:15:00.000+02:00,allen sawatzky
20150425163000-1661,2015-04-25T16:30:00.000+02:00,eirik raude
20150425163000-957,2015-04-25T16:30:00.000+02:00,oleg naydenov;gran canaria
20150425164500-1180,2015-04-25T16:45:00.000+02:00,oleg naydenov;gran canaria
20150425171500-18,2015-04-25T17:15:00.000+02:00,ed miliband;gyanendra shretha;david cameron;tanya barron;ang tshering
20150425174500-1766,2015-04-25T17:45:00.000+02:00,mount khumbutse;ang tshering
20150425180000-659,2015-04-25T18:00:00.000+02:00,carsten lillelund pedersen;glomnes johansen;muneeza naqvi;jan m olsen;tenzing norgay;edmund hillary;gyanendra shrestha;ang tshering
20150425184500-1277,2015-04-25T18:45:00.000+02:00,carsten lillelund pedersen;munir ahmed;glomnes johansen;seth borenstein;jan m olsen;jelle veyt;marin clark;deepak rauniar;shrish vaidya;sushil koirala;ang tshering
20150425190000-1461,2015-04-25T19:00:00.000+02:00,ed miliband;gyanendra shretha;philip hammond;david cameron;tanya barron;ang tshering
20150425190000-690,2015-04-25T19:00:00.000+02:00,julie bishop;siobhan heanue;priscillaanne forder;ballantyne forder;alyssa azar;priscilla-anne forder;deborah forder
20150425190000-941,2015-04-25T19:00:00.000+02:00,manohar lal khattar;mt everest
20150425191500-72,2015-04-25T19:15:00.000+02:00,william shatner;megan leslie;james t kirk;kobayashi maru;arthur williams;leona aglukkaq
20150425191500-893,2015-04-25T19:15:00.000+02:00,stephen harper
20150425193000-1532,2015-04-25T19:30:00.000+02:00,sudhakaran nair
20150425193000-69,2015-04-25T19:30:00.000+02:00,gordon janow;azim afif;tenzing norgay;edmund hillary;karly domb sadof;mount kumori;gyanendra shrestha;ang tshering
20150425194500-147,2015-04-25T19:45:00.000+02:00,john kerry;bernadette meehan
20150425201500-1121,2015-04-25T20:15:00.000+02:00,angela merkel;mica bevington;uma mysorekar;david cameron;ben pickering;cardinal pietro parolin;jan m olsen;jim fitzgerald;pope francis;michael j nyenhuis;john kerry;francois hollande;karl ritter;boerge brende;neal keny-guyer;angela charlton
20150425204500-16,2015-04-25T20:45:00.000+02:00,james jackson;seth borenstein;david wald;hari ghi
20150425204500-669,2015-04-25T20:45:00.000+02:00,john kerry;bernadette meehan
20150425210000-273,2015-04-25T21:00:00.000+02:00,
20150425211500-183,2015-04-25T21:15:00.000+02:00,rodrigo alvarez
20150425214500-1050,2015-04-25T21:45:00.000+02:00,bob baffert;kent desormeaux;el kabeir;todd pletcher
20150425214500-679,2015-04-25T21:45:00.000+02:00,john wallace;jack blair
20150425220000-1105,2015-04-25T22:00:00.000+02:00,siddharth nagar;akhilesh yadav;ravi shankar upadhyaya
20150425220000-565,2015-04-25T22:00:00.000+02:00,james jackson;seth borenstein;david wald;hari ghi
20150425221500-123,2015-04-25T22:15:00.000+02:00,ed miliband;kate williams;alex deane;david cameron
20150425224500-1495,2015-04-25T22:45:00.000+02:00,benjamin netanyahu;magen david adom
20150425224500-68,2015-04-25T22:45:00.000+02:00,mount manaslu
20150425231500-1270,2015-04-25T23:15:00.000+02:00,bekee anyalewechi;laxman singh rathore
20150425231500-498,2015-04-25T23:15:00.000+02:00,aditya ghosh adityaghosh;aditya ghosh
20150425231500-649,2015-04-25T23:15:00.000+02:00,kashish shreshtha;gyanendra shrestha;yogesh sitaula;daniel mazur;shyam krishna;sushil koirala
20150425001500-1504,2015-04-25T00:15:00.000+02:00,mark hubbard
20150425004500-422,2015-04-25T00:45:00.000+02:00,bob menendez;superstorm sandy;kristen gillibrand;cory booker;charles schumer;steven sandberg
20150425021500-1221,2015-04-25T02:15:00.000+02:00,maria menounos;amy purdy;derek hough;amber riley
20150425023000-1408,2015-04-25T02:30:00.000+02:00,
20150425034500-177,2015-04-25T03:45:00.000+02:00,
20150425050000-543,2015-04-25T05:00:00.000+02:00,jack shieh;thanh vu
20150425054500-944,2015-04-25T05:45:00.000+02:00,
20150425064500-1035,2015-04-25T06:45:00.000+02:00,david starkey;thomas mary;abraham darby
20150425070000-1150,2015-04-25T07:00:00.000+02:00,john lowe
20150425071500-636,2015-04-25T07:15:00.000+02:00,mohammad shahab;munir ahmed;muneeza naqvi
20150425073000-1595,2015-04-25T07:30:00.000+02:00,
20150425073000-359,2015-04-25T07:30:00.000+02:00,mohammad shahab;munir ahmed;muneeza naqvi
20150425074500-849,2015-04-25T07:45:00.000+02:00,mohammad shahab;munir ahmed;minendra rijal;muneeza naqvi
20150425083000-730,2015-04-25T08:30:00.000+02:00,
20150425090000-670,2015-04-25T09:00:00.000+02:00,slavco cadiev;nikola kostov;vele muslim;nebi qena;dalton bennett;shawn pogatchnik;hamed kouyate;elena becatoros;slavica temelkovski
20150425090000-757,2015-04-25T09:00:00.000+02:00,laxman singh rathore;minendra rijal
20150425094500-864,2015-04-25T09:45:00.000+02:00,arvind datar;pramod kumar;sumeet jain;el nino
20150425100000-628,2015-04-25T10:00:00.000+02:00,
20150425100000-780,2015-04-25T10:00:00.000+02:00,matthew parry
20150425103000-630,2015-04-25T10:30:00.000+02:00,nawaz sharif;robin trygg;pushpa das;munir ahmed;jan m olsen;cho oyu;jenny adhikari;ang tshering
20150425104500-152,2015-04-25T10:45:00.000+02:00,
20150425110000-6,2015-04-25T11:00:00.000+02:00,abbas sheri-moqaddam
20150425114500-1013,2015-04-25T11:45:00.000+02:00,nawaz sharif;robin trygg;pushpa das;zhou shengping;munir ahmed;zhou shengping xinhua;jan m olsen;niranjan shrestha;cho oyu;jenny adhikari;ang tshering
20150425120000-1004,2015-04-25T12:00:00.000+02:00,ang tshering
20150425131500-279,2015-04-25T13:15:00.000+02:00,yogeshwar misra
20150425133000-1385,2015-04-25T13:30:00.000+02:00,laxmi dhakal;nawaz sharif;pushpa das;carsten lillelund pedersen;munir ahmed;seth borenstein;jan m olsen;jelle veyt;jenny adhikari;liz satow;ang tshering
20150425133000-1613,2015-04-25T13:30:00.000+02:00,laxmi dhakal;jelle veyt;pushpa das;carsten lillelund pedersen;ang tshering
20150425133000-1782,2015-04-25T13:30:00.000+02:00,john kelly
20150425141500-1067,2015-04-25T14:15:00.000+02:00,
20150425143000-1114,2015-04-25T14:30:00.000+02:00,laxmi dhakal;nawaz sharif;pushpa das;carsten lillelund pedersen;munir ahmed;seth borenstein;david a rothery;jan m olsen;jelle veyt;jenny adhikari;liz satow;ang tshering
20150425143000-1582,2015-04-25T14:30:00.000+02:00,robin trygg;carsten lillelund pedersen;thomas frese carlsen;muneeza naqvi;edmund hillary;jan m olsen;tenzing norgay;jelle veyt;gyanendra shretha;jenny adhikari;ang tshering
20150425143000-1702,2015-04-25T14:30:00.000+02:00,
20150425143000-1719,2015-04-25T14:30:00.000+02:00,dennis whedbee
20150425143000-785,2015-04-25T14:30:00.000+02:00,steve vogt
20150425144500-1716,2015-04-25T14:45:00.000+02:00,sitanshu kar
20150425164500-744,2015-04-25T16:45:00.000+02:00,nawaz sharif;carsten lillelund pedersen;munir ahmed;seth borenstein;david a rothery;jan m olsen;los angeles;jelle veyt;jenny adhikari;shrish vaidya;sushil koirala;ang tshering
20150425170000-755,2015-04-25T17:00:00.000+02:00,frances kerry;lisa lambert
20150425173000-1198,2015-04-25T17:30:00.000+02:00,zhou shengping xinhua;niranjan shrestha
20150425173000-1880,2015-04-25T17:30:00.000+02:00,najeeb jung;arvind kejriwal
20150425173000-878,2015-04-25T17:30:00.000+02:00,collin yong
20150425174500-1414,2015-04-25T17:45:00.000+02:00,nitish kumar;anjani kumar singh
20150425174500-478,2015-04-25T17:45:00.000+02:00,
20150425190000-1226,2015-04-25T19:00:00.000+02:00,gordon janow;azim afif;tenzing norgay;edmund hillary;karly domb sadof;mount kumori;gyanendra shrestha;ang tshering
20150425191500-1461,2015-04-25T19:15:00.000+02:00,ed miliband;philip hammond;david cameron;greg smye-rumsby;gyanendra shretha;sebastian lovera;ang tshering;tanya barron
20150425191500-344,2015-04-25T19:15:00.000+02:00,ed miliband;philip hammond;david cameron;greg smye-rumsby;gyanendra shretha;sebastian lovera;ang tshering;tanya barron
20150425210000-107,2015-04-25T21:00:00.000+02:00,birendra prasad shrestha;krishna prasad dhakal;laxman singh rathore;dinesh acharya;laxmi prasad dhakal;anupa shrestha;kari cuelenaere
20150425210000-354,2015-04-25T21:00:00.000+02:00,john snowden snowdenjohn;patan darbar square;aayush soni;queen lalit tripura sundari;snober alan abbasi;raghu karnad;shiwani neupane shiwanineupane;darbar square;kalmochan temple kalmochan;bhimsen thapa
20150425211500-1104,2015-04-25T21:15:00.000+02:00,james jackson;seth borenstein;david wald;hari ghi
20150425214500-695,2015-04-25T21:45:00.000+02:00,james jackson;seth borenstein;david wald;hari ghi
20150425220000-829,2015-04-25T22:00:00.000+02:00,pranay bordoloi
20150425221500-1045,2015-04-25T22:15:00.000+02:00,baltimore sandtown;justice allah;andre bazeman;anthony batts;dante acree;tanya peacher;malik shabazz;leonard patterson
20150425221500-171,2015-04-25T22:15:00.000+02:00,bhimsen thapa
20150425223000-1060,2015-04-25T22:30:00.000+02:00,
20150425223000-1202,2015-04-25T22:30:00.000+02:00,mount manaslu
20150425223000-449,2015-04-25T22:30:00.000+02:00,angela merkel;michael j nyenhuis;john kerry;mica bevington;uma mysorekar;david cameron;ben pickering;cardinal pietro parolin;boerge brende;francois hollande;neal keny-guyer;pope francis
20150425223000-926,2015-04-25T22:30:00.000+02:00,carsten lillelund pedersen;glomnes johansen;vikas swarup;jelle veyt;marin clark;shrish vaidya;deepak rauniar;ang tshering;sushil koirala
20150425224500-984,2015-04-25T22:45:00.000+02:00,dan fredinburg
20150425230000-555,2015-04-25T23:00:00.000+02:00,gadi eisenkot
20150425000000-1735,2015-04-25T00:00:00.000+02:00,narsai m david
20150425021500-1343,2015-04-25T02:15:00.000+02:00,owrwe giei;andibeeeee dairyflat
20150425021500-574,2015-04-25T02:15:00.000+02:00,
20150425024500-1105,2015-04-25T02:45:00.000+02:00,itayi viriri
20150425033000-911,2015-04-25T03:30:00.000+02:00,doug ericksen;jay inslee;christine rolfes;phuong le
20150425043000-1420,2015-04-25T04:30:00.000+02:00,paul erlich;mark perry;s dillon ripley;richard lindzen;santa barbara;kenneth watt;lawrence torcello;pope francis
20150425043000-312,2015-04-25T04:30:00.000+02:00,sonam kapoor
20150425050000-685,2015-04-25T05:00:00.000+02:00,oleg neydenov
20150425051500-1135,2015-04-25T05:15:00.000+02:00,barbara p schmidt
20150425060000-715,2015-04-25T06:00:00.000+02:00,bob holm;carl bolm
20150425074500-1288,2015-04-25T07:45:00.000+02:00,neville lazarus;minendra rijal
20150425081500-467,2015-04-25T08:15:00.000+02:00,jonathanm khoo
20150425083000-140,2015-04-25T08:30:00.000+02:00,
20150425083000-652,2015-04-25T08:30:00.000+02:00,kuldeep singh
20150425084500-104,2015-04-25T08:45:00.000+02:00,mohammad shahab;munir ahmed;minendra rijal
20150425084500-1152,2015-04-25T08:45:00.000+02:00,
20150425084500-524,2015-04-25T08:45:00.000+02:00,
20150425093000-351,2015-04-25T09:30:00.000+02:00,
20150425094500-1320,2015-04-25T09:45:00.000+02:00,
20150425094500-942,2015-04-25T09:45:00.000+02:00,
20150425101500-931,2015-04-25T10:15:00.000+02:00,manesh shrestha;kanak masni;alex gavan
20150425103000-1073,2015-04-25T10:30:00.000+02:00,nawaz sharif;robin trygg;pushpa das;munir ahmed;jan m olsen;cho oyu;jenny adhikari;ang tshering
20150425103000-1101,2015-04-25T10:30:00.000+02:00,
20150425103000-1583,2015-04-25T10:30:00.000+02:00,ben jerry;sandra eskin;barack obama;jeff ventura;mary clare jalonick;david acheson;robert tauxe;john lowe
20150425103000-499,2015-04-25T10:30:00.000+02:00,pushpa das
20150425104500-494,2015-04-25T10:45:00.000+02:00,apurva chamaria
20150425104500-750,2015-04-25T10:45:00.000+02:00,sarah lozanova;flickr avinash kaushik;kevin hagen;andrew hutson
20150425104500-826,2015-04-25T10:45:00.000+02:00,
20150425104500-930,2015-04-25T10:45:00.000+02:00,nawaz sharif;robin trygg;pushpa das;munir ahmed;jan m olsen;cho oyu;jenny adhikari;ang tshering
20150425114500-566,2015-04-25T11:45:00.000+02:00,
20150425120000-1254,2015-04-25T12:00:00.000+02:00,nawaz sharif;pushpa das;carsten lillelund pedersen;munir ahmed;seth borenstein;jan m olsen;jelle veyt;jenny adhikari;liz satow;ang tshering
20150425120000-515,2015-04-25T12:00:00.000+02:00,kamal singh bam
20150425123000-1149,2015-04-25T12:30:00.000+02:00,grosse ile;kristina watson;mark hayes;debbie hayes
20150425123000-1251,2015-04-25T12:30:00.000+02:00,larry bell;anthony j sadar
20150425123000-464,2015-04-25T12:30:00.000+02:00,randy baldwin;muneeza naqvi
20150425124500-1193,2015-04-25T12:45:00.000+02:00,niranjan shrestha
20150425124500-438,2015-04-25T12:45:00.000+02:00,yogeshwar misra
20150425130000-1150,2015-04-25T13:00:00.000+02:00,robin trygg;carsten lillelund pedersen;tim sullivan;thomas frese carlsen;muneeza naqvi;edmund hillary;jan m olsen;tenzing norgay;jelle veyt;gyanendra shretha;jenny adhikari;ang tshering
20150425131500-605,2015-04-25T13:15:00.000+02:00,laxmi dhakal;jelle veyt;pushpa das;carsten lillelund pedersen;ang tshering
20150425141500-1069,2015-04-25T14:15:00.000+02:00,narendra shrestha
20150425143000-1411,2015-04-25T14:30:00.000+02:00,dennis whedbee
20150425143000-1428,2015-04-25T14:30:00.000+02:00,laxmi dhakal;nawaz sharif;pushpa das;carsten lillelund pedersen;munir ahmed;seth borenstein;david a rothery;jan m olsen;jelle veyt;jenny adhikari;liz satow;ang tshering
20150425143000-1446,2015-04-25T14:30:00.000+02:00,james cook;jack naiva
20150425150000-1409,2015-04-25T15:00:00.000+02:00,fukushima daiichi;indian ocean
20150425150000-343,2015-04-25T15:00:00.000+02:00,
20150425153000-1111,2015-04-25T15:30:00.000+02:00,edmund hillary;tenzing norgay;seth borenstein;paul earle
20150425153000-1455,2015-04-25T15:30:00.000+02:00,
20150425153000-568,2015-04-25T15:30:00.000+02:00,abigail thomas
20150425154500-1493,2015-04-25T15:45:00.000+02:00,edmund hillary;tenzing norgay;seth borenstein;paul earle
20150425161500-319,2015-04-25T16:15:00.000+02:00,oleg naydenov;gran canaria
20150425170000-1476,2015-04-25T17:00:00.000+02:00,nawaz sharif;philip hammond;bamdev gautam;ang tshering
20150425173000-1506,2015-04-25T17:30:00.000+02:00,dave emerson
20150425173000-726,2015-04-25T17:30:00.000+02:00,pranab mukherjee
20150425174500-567,2015-04-25T17:45:00.000+02:00,edmund hillary;tenzing norgay;seth borenstein;paul earle
20150425191500-1489,2015-04-25T19:15:00.000+02:00,gordon janow;mount khumbutse;azim afif;gurinder osan;tenzing norgay;edmund hillary;karly domb sadof;mount kumori;gyanendra shrestha;jody kurash;ang tshering
20150425193000-1525,2015-04-25T19:30:00.000+02:00,andre gignac;alan d howard
20150425193000-854,2015-04-25T19:30:00.000+02:00,raj pandey;yubaraj ghimire;alex gaven;sitanshu kar
20150425193000-965,2015-04-25T19:30:00.000+02:00,
20150425194500-460,2015-04-25T19:45:00.000+02:00,john kerry;bernadette meehan
20150425201500-628,2015-04-25T20:15:00.000+02:00,rupam jain nair;ross adkin;krista mahr;alex gavan;ramesh pokharel;ruma paul;manoj chaurasia;mohan krishna sapkota;mike collett;serajul quadir;gopal sharma;mayank bhardwaj;andrew macaskill;mark bendeich;minendra rijal;sharat pradhan;paritosh bansal
20150425204500-584,2015-04-25T20:45:00.000+02:00,narayan shrestha;bishwo adhikari;tulsi maharjan
20150425204500-789,2015-04-25T20:45:00.000+02:00,john kerry;bernadette meehan
20150425211500-264,2015-04-25T21:15:00.000+02:00,raj pandey;yubaraj ghimire;alex gaven;sitanshu kar
20150425211500-421,2015-04-25T21:15:00.000+02:00,subhash acharya;manesh shrestha;joe mcenness
20150425213000-1162,2015-04-25T21:30:00.000+02:00,mount manaslu
20150425213000-641,2015-04-25T21:30:00.000+02:00,subhash acharya;manesh shrestha;joe mcenness
20150425213000-9,2015-04-25T21:30:00.000+02:00,mount manaslu
20150425214500-1313,2015-04-25T21:45:00.000+02:00,susie clark;waymon cox
20150425220000-961,2015-04-25T22:00:00.000+02:00,narendra modihas;xinhua pratap thapa;xinhua sunil sharma
20150425221500-249,2015-04-25T22:15:00.000+02:00,ricardo fern;javier camacho gim
20150425221500-517,2015-04-25T22:15:00.000+02:00,glomnes johansen;munir ahmed;seth borenstein;vikas swarup;jan m olsen;irina bokova;deepak rauniar;ang tshering;carsten lillelund pedersen;yuvraj khadka;jelle veyt;shiwani neupane;marin clark;shrish vaidya;sushil koirala
20150425224500-1189,2015-04-25T22:45:00.000+02:00,puerto montt;rodrigo alvarez;andres reyes;rodrigo penailillo
20150425224500-665,2015-04-25T22:45:00.000+02:00,dan fredinburg
20150425231500-772,2015-04-25T23:15:00.000+02:00,mount khumbutse;azim afif;gurinder osan;jody kurash;ang tshering
20150425234500-1156,2015-04-25T23:45:00.000+02:00,kristi johnston;shawn dawson;harry binks
20150425000000-24,2015-04-25T00:00:00.000+02:00,wayne stenehjem;kelly rankin;cynthia h coffman
20150425004500-1582,2015-04-25T00:45:00.000+02:00,
20150425004500-2166,2015-04-25T00:45:00.000+02:00,ben jerry;sandra eskin;barack obama;jeff ventura;mary clare jalonick;david acheson;robert tauxe;john lowe
20150425011500-1585,2015-04-25T01:15:00.000+02:00,maria menounos;amy purdy;derek hough;amber riley
20150425013000-1170,2015-04-25T01:30:00.000+02:00,
20150425013000-120,2015-04-25T01:30:00.000+02:00,maria menounos;amy purdy;derek hough;amber riley
20150425043000-1315,2015-04-25T04:30:00.000+02:00,
20150425050000-721,2015-04-25T05:00:00.000+02:00,
20150425054500-1506,2015-04-25T05:45:00.000+02:00,sandy paul
20150425063000-760,2015-04-25T06:30:00.000+02:00,almudena calatrava;aerolineas argentinas;jorge vargas;michael ventrice;rodrigo alvarez;eva vergara;luis andres henao;mauricio cuevas;gonzalo keogan;luis hidalgo;puerto montt;leonardo haberkorn
20150425074500-475,2015-04-25T07:45:00.000+02:00,mohammad shahab;munir ahmed;muneeza naqvi
20150425074500-701,2015-04-25T07:45:00.000+02:00,ben jerry;sandra eskin;barack obama;jeff ventura;mary clare jalonick;david acheson;robert tauxe;john lowe
20150425074500-868,2015-04-25T07:45:00.000+02:00,thomas croly kihei
20150425080000-1305,2015-04-25T08:00:00.000+02:00,
20150425081500-1070,2015-04-25T08:15:00.000+02:00,richard scott
20150425090000-23,2015-04-25T09:00:00.000+02:00,
20150425093000-393,2015-04-25T09:30:00.000+02:00,lady ducayne;mac mcconnell
20150425101500-1234,2015-04-25T10:15:00.000+02:00,
20150425103000-1170,2015-04-25T10:30:00.000+02:00,banda sea;indian ocean
20150425103000-447,2015-04-25T10:30:00.000+02:00,mohammad shahab;minendra rijal
20150425104500-205,2015-04-25T10:45:00.000+02:00,nawaz sharif;robin trygg;pushpa das;munir ahmed;jan m olsen;cho oyu;jenny adhikari;ang tshering
20150425110000-1023,2015-04-25T11:00:00.000+02:00,mohammad shahab
20150425111500-513,2015-04-25T11:15:00.000+02:00,birendra prasad shrestha;krishna prasad dhakal;laxman singh rathore;dinesh acharya;laxmi prasad dhakal;anupa shrestha;kari cuelenaere
20150425113000-1284,2015-04-25T11:30:00.000+02:00,shri p k mishra;shri nripendra misra;shri rajnath singh
20150425113000-586,2015-04-25T11:30:00.000+02:00,banda sea;binaj gurubacharya;indian ocean
20150425114500-620,2015-04-25T11:45:00.000+02:00,rajnath singh;kumar upadhyay
20150425121500-1079,2015-04-25T12:15:00.000+02:00,vijay sinha;nitish kumar;anirudh kumar
20150425121500-170,2015-04-25T12:15:00.000+02:00,
20150425121500-57,2015-04-25T12:15:00.000+02:00,rajnath singh;kumar upadhyay
20150425124500-659,2015-04-25T12:45:00.000+02:00,shiwani neupane;manesh shrestha;kanak masni;alex gavan
20150425131500-1127,2015-04-25T13:15:00.000+02:00,laxmi dhakal;nawaz sharif;pushpa das;carsten lillelund pedersen;munir ahmed;seth borenstein;jan m olsen;jelle veyt;jenny adhikari;liz satow;ang tshering
20150425133000-604,2015-04-25T13:30:00.000+02:00,
20150425134500-250,2015-04-25T13:45:00.000+02:00,jelle veyt;carsten lillelund pedersen;daniel mazur;alex gavan;ang tshering
20150425144500-1331,2015-04-25T14:45:00.000+02:00,laxmi dhakal;zhou shengping xinhua;niranjan shrestha
20150425150000-1220,2015-04-25T15:00:00.000+02:00,maria theresa;tusitala sola;piet abbeloos;kusadasiand kepez;los angeles;stephen schwartz;dieter graf;torstein hagen
20150425153000-280,2015-04-25T15:30:00.000+02:00,edmund hillary;tenzing norgay;seth borenstein;paul earle
20150425154500-79,2015-04-25T15:45:00.000+02:00,shiwani neupane;manesh shrestha;kanak masni;alex gavan
20150425163000-1094,2015-04-25T16:30:00.000+02:00,nawaz sharif;carsten lillelund pedersen;david a rothery;edmund hillary;tenzing norgay;los angeles;jelle veyt;paul earle;shrish vaidya;jenny adhikari;sushil koirala;ang tshering
20150425163000-1526,2015-04-25T16:30:00.000+02:00,
20150425163000-238,2015-04-25T16:30:00.000+02:00,kamal singh bam;alex gavan;gyanendra kumar shrestha
20150425163000-774,2015-04-25T16:30:00.000+02:00,carsten lillelund pedersen;glomnes johansen;muneeza naqvi;jan m olsen;tenzing norgay;edmund hillary;gyanendra shrestha;ang tshering
20150425170000-1536,2015-04-25T17:00:00.000+02:00,nawaz sharif;carsten lillelund pedersen;munir ahmed;seth borenstein;david a rothery;jan m olsen;los angeles;jelle veyt;jenny adhikari;shrish vaidya;sushil koirala;ang tshering
20150425171500-1352,2015-04-25T17:15:00.000+02:00,nawaz sharif;carsten lillelund pedersen;munir ahmed;seth borenstein;david a rothery;jan m olsen;los angeles;jelle veyt;jenny adhikari;shrish vaidya;sushil koirala;ang tshering
20150425171500-519,2015-04-25T17:15:00.000+02:00,anandiben patel;nitin patel
20150425174500-592,2015-04-25T17:45:00.000+02:00,nawaz sharif;carsten lillelund pedersen;munir ahmed;seth borenstein;david a rothery;jan m olsen;los angeles;jelle veyt;jenny adhikari;shrish vaidya;sushil koirala;ang tshering
20150425181500-801,2015-04-25T18:15:00.000+02:00,anupam shrivastava;sunil kumar
20150425183000-1021,2015-04-25T18:30:00.000+02:00,
20150425183000-895,2015-04-25T18:30:00.000+02:00,david acheson;ben jerry;robert tauxe;john lowe;sandra eskin;barack obama;jeff ventura
20150425184500-236,2015-04-25T18:45:00.000+02:00,paul erlich;mark perry;s dillon ripley;richard lindzen;santa barbara;kenneth watt;lawrence torcello;pope francis
20150425190000-1149,2015-04-25T19:00:00.000+02:00,
20150425190000-177,2015-04-25T19:00:00.000+02:00,navesh chitrakar;king birendra shah;daniel mazur;azim afif;alex gavan;niranjan shrestha;ian kelman;mohan krishna sapkota;ang tshering
