STATE,YEAR,MONTH,DAY,GLOBAL_COUNT,ENV_COUNT
GG,2017,4,11,165,
GH,2015,3,1,1400,14
GH,2015,7,21,3115,49
GH,2015,10,2,3154,170
GH,2017,2,2,4176,43
GI,2016,3,8,60,
GI,2017,3,11,19,
GJ,2015,8,17,17,
GJ,2015,12,10,18,
GJ,2017,3,7,13,1
GL,2016,6,1,7,4
GL,2016,7,23,7,
GL,2017,3,27,13,13
GM,2015,2,23,1813,73
GM,2015,4,8,2017,67
GM,2015,9,16,1921,67
GM,2016,7,14,1288,50
GM,2017,1,20,1337,33
GM,2017,6,25,479,3
GQ,2015,6,10,186,
GQ,2015,9,22,106,
GQ,2017,1,14,77,
GQ,2017,4,28,126,
GQ,2017,8,24,109,
GR,2015,12,23,699,4
GR,2015,12,26,77,
GR,2016,2,26,732,21
GR,2017,4,2,132,
GR,2017,5,20,114,
GR,2017,10,20,492,13
GT,2016,3,4,14,
GV,2017,2,23,13,
GY,2017,1,10,371,7
GY,2017,2,3,484,6
HA,2015,5,22,91,
HA,2016,2,7,45,
HA,2016,10,14,42,1
HK,2015,3,1,62,
HK,2015,4,17,379,
HK,2016,1,11,126,3
HK,2016,3,11,113,
HK,2016,5,30,118,
HK,2016,6,10,157,4
HK,2016,6,19,27,1
HK,2016,8,3,175,12
HR,2015,3,20,27,4
HR,2015,7,22,253,4
HR,2015,12,17,154,4
HR,2016,1,13,12,3
HR,2016,2,29,215,3
HR,2016,3,10,259,1
HR,2016,11,11,39,
HR,2017,11,12,10,
HU,2016,6,1,178,20
HU,2017,3,28,107,
IC,2015,10,16,96,23
IC,2015,10,29,133,4
IC,2015,11,23,101,
IC,2015,12,29,76,8
IC,2016,5,8,21,2
IC,2016,6,24,49,
IC,2016,11,17,104,
IC,2016,12,7,60,
IC,2017,9,10,9,
IC,2017,10,6,30,1
ID,2015,7,19,239,2
ID,2015,9,18,1106,32
ID,2016,3,8,967,52
ID,2016,12,5,887,75
ID,2017,1,13,824,41
ID,2017,2,12,258,
ID,2017,3,25,479,50
ID,2017,8,16,452,33
IM,2015,5,16,47,
IM,2015,8,17,13,
IM,2016,12,13,34,
IN,2015,12,5,26851,1279
IN,2016,10,4,40413,1066
IN,2016,11,5,29238,613
IN,2017,6,16,41999,498
IN,2017,9,23,24563,1104
IO,2015,11,18,43,34
IO,2016,7,14,109,
IO,2016,10,5,142,7
IR,2016,2,11,2047,9
IR,2017,8,2,2920,86
IR,2017,10,3,2328,24
IS,2016,12,8,14562,337
IS,2017,7,15,8489,55
IS,2017,8,25,19912,114
IS,2017,11,9,14946,151
IT,2015,7,22,3452,118
IT,2017,1,3,826,14
IT,2017,5,22,865,6
IT,2017,6,10,180,1
IZ,2015,4,17,795,36
IZ,2015,4,19,563,3
IZ,2015,5,18,750,46
IZ,2016,12,2,854,7
IZ,2017,4,2,910,15
JA,2015,11,13,1735,86
JA,2016,2,24,1555,35
JA,2017,8,4,1812,25
JE,2015,12,13,58,
JE,2016,2,4,22,
JM,2016,10,26,868,17
JM,2017,5,3,421,18
JM,2017,8,12,356,
JO,2015,3,7,356,
JO,2015,7,26,504,6
JO,2016,3,22,467,
JO,2017,4,20,355,10
JO,2017,10,2,320,
KE,2015,7,17,2309,16
KE,2016,4,24,1183,56
KG,2015,3,15,13,
KG,2015,4,10,209,7
KG,2015,11,30,234,1
KG,2016,2,20,163,
KG,2016,11,17,244,1
KG,2017,5,16,279,
KG,2017,9,10,58,
KN,2015,3,2,288,6
KN,2016,6,14,661,12
KN,2017,3,10,104,
KS,2015,10,7,1637,43
KS,2017,5,15,1793,51
KS,2017,11,14,2171,41
KU,2016,4,12,451,18
KU,2017,1,8,247,4
KU,2017,2,11,189,18
KU,2017,4,10,250,
KV,2016,3,15,90,
KV,2016,4,7,63,
KV,2016,6,20,11,
KV,2016,10,21,9,
KV,2017,10,20,118,5
KZ,2016,4,12,147,
KZ,2017,3,16,272,
KZ,2017,5,11,127,
KZ,2017,8,29,46,5
LA,2015,7,20,4,
LA,2016,3,21,35,
LA,2016,4,9,5,
LA,2017,3,26,27,
LE,2015,5,19,3416,6
LE,2016,1,31,734,6
LE,2016,9,4,170,
LE,2016,11,30,318,32
LE,2017,7,31,293,
LG,2015,7,3,89,15
LG,2015,9,21,138,
LG,2016,2,3,125,4
LG,2016,4,23,25,
LG,2017,1,10,414,56
LG,2017,6,16,451,18
LG,2017,8,30,112,9
LG,2017,9,20,418,40
LH,2016,8,8,99,
LH,2016,8,31,7,
LH,2016,10,6,31,
LH,2016,10,21,14,3
LO,2015,6,1,64,
LO,2015,7,28,85,2
LO,2015,8,30,20,
LO,2016,2,1,31,
LO,2017,4,24,76,
LO,2017,5,9,65,1
LO,2017,5,13,4,
LT,2017,2,28,44,
LU,2015,12,30,73,4
LU,2016,1,3,8,
LU,2016,4,2,27,
LU,2016,10,28,37,
LU,2017,5,1,11,6
LY,2015,7,22,8,
LY,2016,12,27,59,
MC,2015,7,30,112,
MC,2015,8,20,106,
MC,2017,3,7,116,4
MC,2017,6,25,77,23
MC,2017,10,26,93,21
MD,2015,11,10,2,
MD,2016,6,26,6,
MD,2016,10,25,81,
MD,2016,10,28,78,
MD,2016,10,31,4,
MD,2016,12,18,8,
MD,2017,2,14,9,
MD,2017,2,24,35,
MD,2017,6,28,81,
MD,2017,7,29,4,
MG,2016,3,9,23,5
MG,2016,3,20,49,
MG,2016,8,8,5,
MG,2016,12,13,16,
MG,2017,5,11,42,
MG,2017,6,15,8,
MI,2015,6,21,35,9
MI,2015,7,8,150,
MI,2017,4,3,165,
MI,2017,7,1,119,2
MI,2017,8,19,152,2
MI,2017,10,28,175,2
MJ,2016,1,25,11,
MJ,2016,1,29,8,
MJ,2016,2,1,14,
MJ,2016,4,21,2,
MJ,2017,9,16,6,
MK,2015,7,15,151,
MK,2016,4,27,224,
MK,2016,11,5,249,
MK,2017,5,6,88,
MK,2017,8,18,75,
MN,2016,9,1,11,
MN,2016,11,25,6,
MO,2016,1,12,93,
MO,2016,5,24,103,
MO,2017,8,29,54,
MP,2015,5,11,11,
MP,2015,6,4,17,
MP,2015,9,16,37,
MP,2015,10,18,14,
MP,2016,8,24,42,2
MP,2016,10,1,5,
MP,2017,3,13,49,12
MP,2017,9,27,42,
MT,2015,7,20,797,2
MT,2015,12,11,361,2
MT,2016,2,8,411,20
MT,2016,4,20,420,6
MT,2016,4,24,526,12
MT,2016,5,8,447,2
MT,2016,9,20,527,2
MU,2015,5,9,591,12
MU,2015,9,30,246,3
MU,2016,2,12,339,2
MV,2015,2,20,83,
MV,2015,4,16,199,1
MV,2016,1,3,72,
MV,2016,1,5,77,
MV,2016,3,30,133,
MV,2016,11,9,6,
MV,2017,8,25,8,
MX,2015,3,13,358,10
MX,2015,8,5,110,
MX,2015,9,17,128,11
MX,2015,9,20,32,
MX,2016,3,27,64,
MX,2016,4,28,308,4
MX,2017,4,11,58,2
MX,2017,8,5,150,
MX,2017,10,28,94,
MY,2015,4,6,4838,66
MY,2016,8,25,7768,394
MY,2017,2,10,5538,91
MY,2017,2,20,8134,242
MY,2017,6,27,3449,106
MY,2017,7,10,4550,484
MZ,2015,5,20,1,
MZ,2015,6,26,2,
MZ,2016,5,25,38,9
NE,2015,8,6,2,
NE,2016,6,17,4,
NH,2016,5,21,9,
NI,2015,9,15,13802,191
NI,2016,7,25,13946,327
NI,2016,9,19,16700,351
NI,2016,12,24,6481,87
NI,2017,9,25,11607,310
NI,2017,11,5,7518,149
NL,2015,4,15,253,17
NL,2015,4,26,127,
NL,2015,5,31,17,
NL,2015,12,9,239,26
NL,2017,4,18,216,29
NL,2017,10,18,143,2
NO,2015,3,18,453,78
NO,2015,4,2,162,33
NO,2015,4,18,111,
NO,2016,3,17,141,5
NO,2017,10,1,23,
NP,2015,9,6,528,16
NP,2016,3,11,821,39
NP,2017,5,17,190,3
NP,2017,11,16,396,129
NS,2017,4,10,15,
NS,2017,4,23,9,
NS,2017,7,9,3,
NS,2017,9,26,6,
NU,2017,1,7,7,
NU,2017,6,26,2,
NZ,2015,6,10,3987,149
NZ,2016,4,3,1890,55
NZ,2017,3,13,2475,71
NZ,2017,3,31,2580,177
NZ,2017,6,13,3240,78
NZ,2017,7,28,2486,50
NZ,2017,8,11,2706,123
NZ,2017,9,26,2154,23
OD,2015,6,23,178,
OD,2016,2,29,103,
OD,2016,3,18,288,
OD,2016,7,21,208,
OD,2017,1,2,112,
OD,2017,7,24,80,
PE,2015,2,26,61,16
PE,2016,6,20,40,
PE,2016,12,3,14,
PE,2016,12,7,20,4
PE,2017,4,28,28,1
PE,2017,5,14,4,
PE,2017,5,24,25,
PK,2015,6,19,7189,179
PK,2016,9,12,7356,214
PK,2017,9,13,5588,157
PL,2015,8,5,153,4
PL,2016,1,2,11,
PL,2016,4,19,182,
PM,2015,10,23,15,
PM,2016,8,17,36,
PM,2016,11,24,20,
PM,2016,12,18,8,
PM,2017,2,19,1,
PO,2015,3,12,27,
PO,2016,7,26,37,
PO,2016,8,4,24,
PO,2016,10,11,55,
PO,2016,11,17,13,
PP,2015,6,11,4,
PP,2016,4,23,13,
PP,2017,3,24,55,6
PS,2016,8,14,17,
QA,2016,8,8,1774,40
QA,2017,4,12,742,34
RB,2016,1,6,88,
RB,2016,1,8,24,
RB,2016,2,1,44,
RE,2016,1,2,5,
RI,2015,7,2,164,6
RI,2016,6,8,244,
RI,2017,10,10,273,
RM,2016,9,1,20,
RO,2015,4,28,813,
RO,2015,8,27,382,2
RO,2015,9,9,320,1
RO,2016,4,14,294,
RO,2017,6,26,439,
RO,2017,7,28,486,
RO,2017,10,27,424,1
RP,2016,9,25,8276,180
RP,2016,10,22,16156,149
RS,2015,11,1,3202,2027
RW,2015,7,27,285,8
RW,2016,3,8,405,9
RW,2016,5,9,448,28
RW,2016,8,27,159,13
RW,2017,10,8,27,
SA,2015,9,17,1205,81
SA,2016,10,27,839,38
SA,2016,11,29,844,81
SA,2017,4,16,1091,8
SA,2017,9,13,1800,140
SC,2016,2,12,2,
SE,2015,12,9,65,
SE,2016,1,21,36,3
SE,2016,3,4,52,
SE,2016,4,4,49,
SE,2016,7,27,22,
SE,2017,4,15,6,
SF,2015,8,28,6302,203
SF,2015,10,31,2020,45
SF,2016,9,21,10842,160
SF,2016,11,24,7059,356
SF,2016,12,14,6113,237
SF,2017,8,10,5808,290
SG,2015,8,3,8,
SG,2015,9,11,6,
SH,2015,6,25,5,
SI,2015,3,19,13,
SI,2016,5,4,20,
SI,2016,9,26,17,
SI,2017,3,30,20,
SI,2017,5,28,26,
SI,2017,8,17,13,
SI,2017,11,20,10,
SL,2016,3,19,57,
SL,2016,5,20,261,4
SL,2016,11,2,85,
SL,2017,4,11,67,
SL,2017,4,19,68,8
SN,2015,5,9,1321,83
SN,2015,8,10,1712,41
SN,2016,1,29,2305,33
SN,2016,4,21,2235,85
SN,2016,4,22,2035,116
SN,2016,7,22,1906,34
SN,2016,12,29,2262,31
SN,2017,4,19,660,
SN,2017,9,8,631,74
SO,2016,1,20,1392,16
SO,2016,4,21,302,70
SO,2017,4,3,500,4
SP,2015,9,24,479,5
SP,2015,10,15,624,10
SP,2015,11,4,604,3
SP,2016,4,7,246,5
SP,2016,11,24,402,1
ST,2015,4,10,19,
ST,2015,4,14,27,3
ST,2015,9,5,28,2
ST,2015,12,12,82,7
ST,2016,2,17,51,
ST,2016,3,21,47,2
SU,2015,8,19,583,
SU,2015,12,27,197,11
SU,2016,1,20,416,8
SW,2015,3,22,38,
SW,2015,4,5,100,
SW,2015,4,16,200,
SW,2015,7,18,59,
SW,2015,10,23,197,
SW,2016,5,8,52,
SW,2016,5,9,260,3
SW,2017,3,19,11,
SW,2017,5,11,71,
SW,2017,5,14,30,
SW,2017,9,22,98,
SX,2015,8,4,5,
SX,2016,10,21,4,
SY,2015,3,9,4514,194
SY,2015,6,13,1514,37
SY,2015,10,24,2596,44
SY,2016,10,5,5885,224
SY,2017,2,2,4106,102
SY,2017,6,21,3087,117
SY,2017,8,16,2572,63
SY,2017,8,27,2193,72
SZ,2015,7,22,310,10
SZ,2015,9,23,621,50
SZ,2015,10,13,693,18
SZ,2016,1,7,702,52
SZ,2016,2,5,832,4
SZ,2016,3,4,1014,45
SZ,2016,12,11,325,
SZ,2017,5,25,161,4
SZ,2017,8,17,747,4
TD,2017,3,5,308,
TD,2017,11,6,373,16
TH,2015,7,19,2392,47
TH,2015,8,22,1968,34
TH,2015,12,19,2752,79
TH,2016,2,10,1169,10
TH,2016,12,18,676,21
TI,2016,10,11,96,
TI,2017,2,13,202,
TK,2015,10,2,16,
TK,2017,7,3,62,
TL,2016,2,11,6,
TN,2015,7,13,10,
TN,2015,8,10,2,
TP,2017,3,22,1,
TS,2016,4,8,101,19
TU,2015,3,15,3168,58
TU,2015,5,27,5891,104
TU,2015,12,9,6454,81
TU,2016,11,16,3019,21
TU,2017,7,29,1598,
TW,2015,9,29,765,39
TW,2017,6,28,430,6
TX,2016,2,8,3,
TX,2016,11,19,12,
TX,2017,3,29,12,
TX,2017,6,28,7,
TZ,2016,3,5,200,
TZ,2016,5,17,708,12
TZ,2016,5,24,563,33
TZ,2016,6,9,540,10
TZ,2017,6,21,397,17
UG,2015,5,4,868,
UG,2015,10,8,604,
UG,2016,4,12,502,4
UG,2017,7,25,411,9
UG,2017,9,10,421,17
UG,2017,9,18,888,5
UK,2015,9,16,31302,722
UK,2015,10,5,26822,802
UK,2016,7,5,40656,917
UK,2016,11,24,37608,904
UK,2017,1,12,44658,1203
UK,2017,3,1,42958,593
UK,2017,4,4,52266,566
UP,2016,3,20,291,
UP,2016,12,21,841,20
UP,2017,2,22,754,6
UP,2017,11,2,569,3
US,2015,8,4,394869,15008
US,2016,1,17,358177,7937
US,2016,2,14,300083,9345
US,2016,5,1,259580,5149
US,2016,9,17,279579,4188
US,2016,9,19,471618,7469
US,2017,2,8,607811,26079
US,2017,6,10,265102,3631
US,2017,11,20,347946,10143
UZ,2016,2,2,13,
UZ,2016,5,14,1,
UZ,2016,10,26,5,
UZ,2016,11,29,22,
UZ,2017,1,3,13,
UZ,2017,5,24,4,
UZ,2017,9,8,106,
UZ,2017,10,10,15,
VC,2016,3,3,68,
VC,2016,4,12,77,
VC,2017,1,28,7,
VC,2017,8,17,8,
VE,2016,10,1,429,135
VE,2017,1,14,162,7
VE,2017,2,9,992,188
VI,2015,3,12,11,
VI,2016,7,12,13,
VI,2016,7,14,25,
VI,2017,4,4,55,
VI,2017,8,30,18,5
VI,2017,10,30,23,
VM,2015,7,28,1766,33
VM,2015,12,14,761,61
VM,2016,3,28,594,17
VM,2016,6,17,2141,52
VQ,2016,5,12,7,
VQ,2016,9,30,22,
VT,2015,12,12,91,
VT,2016,8,11,84,
VT,2017,6,18,33,
WA,2015,2,24,536,
WA,2016,3,2,292,3
WA,2016,4,20,224,6
WA,2017,4,26,50,
WA,2017,8,1,118,7
WS,2015,3,26,79,3
WS,2015,8,6,173,1
WS,2016,5,23,197,25
WZ,2015,3,20,151,
WZ,2015,4,19,69,
WZ,2015,11,2,66,
WZ,2017,2,25,26,
WZ,2017,8,28,26,
YM,2015,9,27,60,
YM,2015,11,19,2,
YM,2017,6,1,28,
ZA,2015,3,18,477,11
ZA,2016,8,4,269,2
ZA,2016,10,8,134,
ZA,2017,6,15,188,
ZA,2017,8,18,303,
ZI,2015,3,20,1145,38
ZI,2015,7,17,1145,2
ZI,2016,1,30,705,12
ZI,2017,9,17,842,4
,2015,11,29,681,
,2016,2,21,742,
,2016,2,22,1284,
,2016,8,7,1625,
,2016,11,7,2598,
,2017,2,19,1218,
,2017,7,12,1070,
,2017,9,4,768,
AE,2015,4,9,4130,235
AE,2016,4,12,3116,111
AF,2016,8,16,1535,72
AF,2016,12,10,1844,109
AF,2017,6,22,273,
AG,2015,6,21,74,
AG,2015,10,26,124,15
AG,2016,3,14,88,6
AG,2017,5,15,12,3
AJ,2015,9,13,247,
AJ,2016,1,18,811,28
AJ,2016,11,27,663,66
AJ,2017,4,9,189,1
AJ,2017,4,21,943,40
AJ,2017,8,9,669,30
AL,2015,7,17,50,
AL,2015,12,24,50,
AL,2016,11,26,80,
AM,2015,3,29,141,
AM,2016,10,5,1517,34
AM,2016,12,19,2006,12
AO,2015,3,21,96,
AO,2015,7,5,84,
AO,2017,7,28,173,26
AR,2015,5,26,324,7
AR,2015,9,29,205,12
AR,2016,4,22,164,54
AR,2016,7,26,282,1
AS,2015,5,11,43758,2288
AS,2015,6,12,60227,1299
AS,2016,2,18,52054,769
AS,2016,3,20,27813,190
AS,2016,9,22,37265,969
AS,2017,4,9,19376,1118
AU,2016,3,2,146,
AU,2016,6,16,44,
AU,2017,7,29,5,
AV,2016,6,13,46,
AV,2016,11,7,52,
BA,2015,11,30,292,
BA,2016,3,17,94,
BA,2016,10,19,215,
BA,2016,11,7,235,5
BB,2016,8,4,120,16
BB,2016,8,10,184,
BB,2016,8,28,79,
BB,2016,10,15,178,3
BC,2015,3,16,197,3
BC,2015,5,18,130,1
BC,2016,7,10,161,
BC,2016,9,24,18,
BC,2017,11,14,76,15
BD,2015,4,19,12,
BD,2015,5,18,71,
BD,2015,11,4,114,6
BD,2016,5,9,140,3
BD,2016,6,25,38,2
BD,2017,3,12,24,
BE,2015,9,12,13,
BE,2015,9,25,18,1
BE,2017,4,28,97,
BE,2017,11,5,15,
BF,2016,3,14,511,7
BF,2016,5,13,300,3
BF,2017,1,28,107,10
BF,2017,4,11,212,8
BF,2017,8,11,269,
BG,2015,6,28,1735,22
BG,2015,9,14,3155,75
BG,2015,10,18,3226,154
BG,2016,3,16,2652,24
BG,2016,11,19,3225,76
BG,2017,7,8,2466,97
BH,2015,3,19,322,4
BH,2015,7,12,8,
BH,2015,7,23,192,3
BH,2016,3,12,247,
BH,2016,7,3,15,
BH,2016,9,25,32,
BH,2017,9,19,253,2
BK,2015,10,27,23,
BK,2017,2,16,14,
BL,2015,4,14,1,
BM,2015,3,23,301,12
BM,2015,4,4,142,
BM,2016,6,9,485,11
BM,2017,8,13,72,
BM,2017,9,13,349,3
BO,2015,7,7,369,
BO,2015,9,6,28,
BO,2016,2,7,9,
BO,2017,6,12,202,14
BO,2017,9,2,4,
BP,2015,11,23,1,
BR,2015,2,27,86,6
BR,2015,8,22,14,
BR,2015,10,18,10,4
BR,2016,4,3,16,
BR,2016,4,27,65,10
BR,2016,8,1,37,
BR,2017,10,27,46,
BT,2015,4,24,14,
BT,2016,7,11,8,
BT,2016,11,23,19,4
BT,2017,3,8,14,
BT,2017,3,13,13,
BT,2017,5,10,36,
BT,2017,6,18,13,
BU,2015,3,16,739,25
BU,2015,4,8,1275,7
BU,2016,7,6,525,9
BU,2017,3,15,832,1
BU,2017,4,5,591,
BX,2015,3,9,123,3
BX,2016,1,10,161,
BY,2016,9,14,9,
BY,2017,8,4,10,
CA,2017,7,13,14092,706
CA,2017,11,12,13623,471
CB,2015,6,23,197,
CB,2016,5,22,965,16
CB,2016,5,24,819,5
CB,2016,10,27,654,3
CB,2017,2,20,662,35
CD,2016,1,7,1,
CE,2016,5,18,1559,121
CE,2016,10,19,2385,57
CE,2017,5,7,537,3
CE,2017,8,2,1011,12
CE,2017,8,28,825,19
CF,2015,11,26,1,
CF,2015,12,21,1,
CG,2017,7,12,1,
CH,2015,12,15,8028,243
CH,2016,8,31,14428,407
CH,2017,9,25,7289,383
CI,2017,1,22,10,1
CI,2017,6,26,9,
CI,2017,10,17,35,1
CI,2017,10,29,57,
CJ,2015,11,25,254,9
CJ,2016,2,15,162,
CJ,2016,11,20,9,
CJ,2016,12,9,68,
CM,2015,5,18,92,1
CM,2015,6,24,75,
CM,2015,7,8,160,11
CM,2015,11,18,146,8
CM,2017,6,9,258,4
CM,2017,11,2,205,7
CO,2017,2,10,96,
CO,2017,4,30,17,
CO,2017,10,7,241,4
CS,2016,7,11,100,
CS,2016,11,10,46,4
CS,2017,4,1,25,
CU,2015,5,7,350,6
CU,2016,1,11,263,12
CU,2016,9,29,474,72
CU,2016,12,17,151,10
CU,2017,5,13,174,2
CU,2017,9,24,10,2
CW,2016,1,15,15,2
CW,2016,8,12,34,
CW,2017,11,9,25,
CY,2015,6,15,364,
CY,2015,8,28,361,31
CY,2016,2,23,797,15
CY,2016,9,21,640,23
CY,2017,9,19,413,13
DA,2016,10,4,122,5
DA,2016,10,21,112,
DA,2017,1,6,31,4
DA,2017,7,30,8,
DJ,2015,5,2,7,7
DJ,2015,5,9,15,
DJ,2015,6,23,14,
DJ,2015,11,25,13,
DJ,2016,8,3,16,
DJ,2016,12,1,9,
DO,2016,7,14,7,
DO,2017,2,24,1,
DO,2017,8,16,3,
DR,2015,8,14,42,1
DR,2016,7,20,34,
DR,2017,7,27,9,3
EC,2015,5,19,47,3
EC,2015,11,6,80,
EC,2016,2,14,8,
EC,2016,3,12,32,2
EC,2016,7,11,10,
EC,2017,11,22,41,
EG,2015,5,25,533,3
EG,2015,10,18,1056,
EG,2015,12,31,725,
EG,2016,3,1,697,
EG,2016,9,13,484,16
EI,2015,4,6,2653,17
EI,2015,10,3,2731,45
EI,2015,12,30,3133,341
EI,2016,10,17,4002,50
EI,2016,11,28,9429,329
EI,2017,1,28,4184,8
EI,2017,7,12,3433,72
EN,2016,8,16,14,
EN,2016,10,16,15,1
EN,2017,2,19,17,
ER,2015,4,25,21,
ER,2015,8,17,3,
ER,2016,1,2,45,
ER,2017,1,3,31,
ES,2016,6,4,1,
ET,2015,8,20,54,1
ET,2016,3,26,137,
ET,2016,5,28,170,
ET,2017,3,21,145,21
ET,2017,5,7,112,8
ET,2017,5,20,45,
ET,2017,8,4,116,
ET,2017,10,5,203,
EZ,2015,6,23,237,
EZ,2017,1,2,479,7
EZ,2017,1,5,184,
FI,2015,10,15,62,3
FI,2016,1,7,43,6
FI,2016,3,14,130,
FI,2016,5,13,115,1
FI,2017,2,16,43,
FJ,2015,4,26,204,11
FJ,2015,5,20,543,19
FJ,2015,7,14,444,2
FJ,2017,3,18,282,17
FJ,2017,5,27,313,10
FJ,2017,7,29,493,6
FM,2016,7,24,9,
FR,2015,11,12,705,35
FR,2017,9,30,565,2
GA,2015,12,26,11,
GA,2016,10,21,152,
GA,2016,12,23,77,
GA,2017,4,28,186,
GA,2017,7,15,19,
GG,2016,2,6,44,
GG,2016,4,30,6,
GG,2016,7,30,24,1
GG,2016,11,28,43,
GH,2015,3,8,1924,30
GH,2015,11,23,2842,33
GH,2016,2,27,1954,19
GH,2017,2,20,4421,219
GH,2017,4,26,4305,160
GI,2015,5,6,20,
GI,2015,12,19,11,
GI,2017,9,20,98,
GI,2017,9,28,54,
GJ,2015,3,19,16,
GJ,2015,6,25,86,1
GJ,2017,8,11,52,
GL,2015,4,5,2,
GL,2016,9,23,11,
GL,2016,10,12,2,
GL,2017,5,3,25,
GL,2017,5,5,7,
GM,2015,2,25,2518,217
GM,2015,4,6,1147,21
GM,2015,4,25,749,27
GM,2015,5,5,1999,79
GM,2015,8,17,1261,11
GM,2016,1,5,1174,60
GM,2016,2,10,1990,90
GM,2016,6,20,1040,23
GM,2017,3,20,1440,49
GQ,2015,7,11,38,
GQ,2015,7,13,141,
GQ,2015,7,28,139,5
GQ,2016,1,28,146,1
GQ,2016,11,5,81,1
GQ,2017,5,22,93,5
GR,2015,10,26,715,
GR,2015,11,10,682,6
GR,2017,8,5,83,
GR,2017,9,17,139,
GR,2017,10,4,432,4
GT,2015,3,9,22,
GT,2015,6,22,1,
GT,2015,12,28,1,1
GY,2015,4,7,219,1
GY,2015,4,26,275,41
GY,2015,6,12,287,24
GY,2015,12,21,201,4
GY,2016,7,15,425,25
GY,2016,8,8,229,3
GY,2017,5,15,271,13
GY,2017,7,23,91,2
HA,2015,2,25,42,
HA,2015,7,28,86,
HA,2016,4,5,56,
HA,2017,2,6,70,
HA,2017,6,17,16,
HK,2015,7,31,191,
HK,2015,10,29,325,13
HK,2015,12,21,91,
HK,2016,1,27,169,
HK,2016,1,31,103,1
HK,2016,3,28,147,
HK,2016,7,21,156,8
HK,2017,1,4,79,6
HK,2017,4,9,56,
HO,2015,4,18,16,
HO,2015,6,23,18,
HR,2016,1,26,23,
HR,2017,2,1,59,
HR,2017,5,29,55,
HR,2017,6,3,43,
HU,2016,8,25,208,
IC,2015,3,11,72,2
IC,2016,3,31,51,1
IC,2016,6,15,48,10
IC,2016,7,30,52,
ID,2016,11,21,1083,73
ID,2017,5,27,381,4
IM,2015,3,9,6,
IM,2015,4,2,61,
IM,2015,12,17,15,
IM,2016,8,6,6,
IM,2016,10,18,24,
IM,2017,6,10,13,
IM,2017,7,24,11,
IM,2017,10,19,6,
IN,2015,3,1,19881,928
IN,2016,1,16,28884,305
IN,2017,4,23,24473,298
IO,2015,10,12,3,
IO,2015,11,15,8,2
IO,2015,12,7,1,
IR,2017,3,31,1553,8
IS,2015,6,26,5152,116
IS,2016,3,9,19088,45
IS,2016,4,4,16421,40
IS,2016,8,25,10655,238
IS,2016,11,2,9557,4
IT,2015,9,15,2793,10
IT,2015,9,28,2617,9
IT,2016,4,16,319,2
IT,2016,7,30,386,1
IT,2017,3,4,398,5
IZ,2015,9,7,836,8
IZ,2015,12,16,940,16
IZ,2016,9,4,1497,8
IZ,2016,10,17,1064,37
IZ,2016,11,14,1250,11
IZ,2017,9,25,1513,163
IZ,2017,9,28,391,17
JA,2015,8,11,1199,111
JA,2015,12,26,698,33
JA,2016,2,29,1271,19
JA,2017,6,18,1008,6
JE,2015,9,13,5,
JM,2015,10,31,307,1
JM,2016,5,23,545,3
JM,2016,10,19,849,22
JO,2015,4,8,638,26
JO,2015,9,11,314,46
JO,2016,1,2,123,
JO,2016,2,26,67,3
JO,2016,5,24,348,20
JO,2016,6,8,51,
JO,2016,12,20,536,8
JO,2017,6,27,14,
KE,2015,6,2,1679,19
KE,2015,7,18,1810,6
KE,2016,4,5,1643,20
KE,2016,9,14,2052,132
KE,2016,9,25,1452,11
KG,2015,6,2,204,4
KG,2015,10,27,221,4
KG,2016,7,20,132,
KG,2016,12,27,229,
KN,2015,9,2,9,
KN,2015,10,16,157,
KN,2016,11,25,107,
KN,2017,1,28,231,4
KN,2017,3,1,295,3
KN,2017,5,16,106,1
KN,2017,8,8,4,
KS,2015,8,17,1484,2
KS,2015,10,10,616,1
KU,2016,5,10,193,10
KU,2016,8,7,202,4
KU,2016,9,30,34,
KU,2016,12,18,239,10
KV,2015,2,25,4,
KV,2015,8,29,34,
KV,2016,2,24,133,33
KV,2016,3,16,89,
KV,2017,3,10,53,
KV,2017,5,9,18,
KZ,2015,8,7,119,
KZ,2017,1,9,154,
LA,2015,10,28,52,
LA,2017,1,26,41,
LA,2017,9,15,10,
LE,2015,7,26,583,
LE,2015,12,19,1055,22
LE,2016,2,5,1471,2
LE,2016,2,19,1517,18
LE,2016,7,29,409,
LE,2017,1,14,261,
LE,2017,7,7,176,
LE,2017,9,22,328,1
LG,2015,3,18,204,1
LG,2015,9,30,66,
LG,2016,4,11,206,
LG,2016,5,14,16,
LG,2017,1,17,105,
LG,2017,2,9,93,6
LG,2017,7,3,110,
LG,2017,10,23,431,
LH,2015,3,4,60,
LH,2015,3,7,22,
LH,2015,5,25,101,
LH,2015,8,6,213,
LH,2016,5,12,31,
LH,2017,9,14,9,
LI,2015,7,25,131,
LI,2016,3,22,231,
LI,2016,5,2,294,
LI,2016,9,24,31,
LI,2017,10,6,78,1
LO,2015,3,16,7,4
LO,2017,4,9,15,
LO,2017,7,13,15,
LT,2017,1,5,40,
LT,2017,6,15,1,
LU,2017,9,21,170,9
LY,2015,5,5,6,
LY,2015,10,16,43,
LY,2017,5,9,90,
MC,2015,4,7,3,
MC,2015,6,22,39,
MC,2015,7,10,46,
MC,2015,11,20,209,
