STATE,YEAR,MONTH,DAY,GLOBAL_COUNT,ENV_COUNT
MI,2017,11,17,331,11
MJ,2015,3,30,2,
MK,2015,3,16,103,
MK,2015,8,20,110,
MK,2016,8,4,101,
MK,2016,12,6,174,1
MK,2017,1,30,141,
MK,2017,5,7,33,
MK,2017,9,22,86,
MK,2017,10,1,98,
MN,2017,4,8,2,
MN,2017,11,21,11,
MO,2015,3,31,213,
MO,2016,8,2,80,2
MO,2017,7,27,55,
MO,2017,11,3,55,
MP,2015,5,10,20,
MP,2015,7,30,92,
MP,2015,9,20,17,
MP,2016,2,19,65,
MP,2016,3,9,67,
MP,2016,11,18,53,
MP,2017,1,13,54,
MP,2017,8,27,6,
MT,2015,11,24,619,
MT,2015,12,16,514,3
MT,2016,1,29,309,11
MT,2016,6,22,495,3
MT,2017,1,7,228,4
MT,2017,9,16,230,
MU,2015,8,1,495,1
MU,2015,10,27,342,14
MU,2017,5,6,458,5
MU,2017,6,6,397,11
MU,2017,11,4,282,19
MV,2015,7,21,130,
MV,2015,11,19,171,
MV,2016,9,13,28,
MV,2017,2,7,23,
MX,2015,3,24,370,8
MX,2015,5,29,84,
MX,2015,12,2,125,
MX,2016,8,12,435,
MX,2016,9,30,360,7
MX,2017,7,10,14,
MY,2016,6,2,4790,181
MY,2016,12,1,5416,187
MY,2017,9,14,5532,125
MY,2017,10,2,4364,114
MY,2017,11,1,5800,58
MZ,2015,7,10,6,
MZ,2016,2,23,32,
NE,2016,12,31,7,
NH,2016,8,24,20,6
NH,2017,9,1,4,
NI,2015,2,27,13499,207
NI,2015,5,29,9035,87
NI,2016,2,9,15127,357
NI,2016,8,23,15726,358
NI,2017,1,5,12655,324
NI,2017,4,18,11753,262
NI,2017,7,10,12568,373
NL,2015,5,15,237,2
NL,2015,6,2,294,33
NL,2015,11,4,4963,260
NL,2015,12,17,284,2
NL,2016,5,17,155,23
NL,2016,7,13,212,22
NL,2016,8,13,214,1
NL,2016,9,29,131,15
NL,2016,11,5,55,
NL,2017,5,31,206,3
NL,2017,9,30,47,
NO,2015,7,4,84,12
NO,2015,9,21,212,7
NO,2016,2,16,165,4
NO,2016,10,9,10,
NO,2016,12,18,46,
NO,2017,11,1,108,6
NP,2016,1,29,642,12
NP,2016,5,30,902,15
NP,2016,9,5,1126,32
NP,2017,1,24,857,8
NP,2017,3,8,580,2
NP,2017,5,30,110,
NP,2017,6,11,204,5
NU,2015,6,24,2,
NU,2017,4,5,2,
NZ,2015,8,28,3339,128
NZ,2016,1,30,1529,74
NZ,2016,2,3,4606,68
NZ,2016,2,29,3506,123
NZ,2016,5,1,2322,103
NZ,2016,5,4,2570,193
NZ,2016,10,11,2837,133
OD,2015,7,14,186,
OD,2016,2,12,141,
OD,2016,6,25,29,
OD,2016,7,14,142,
OD,2017,4,5,88,
OD,2017,4,19,38,
OD,2017,5,10,118,
PE,2015,5,18,47,
PE,2016,9,6,65,
PE,2017,5,31,23,1
PK,2015,3,6,8660,193
PK,2015,5,7,7543,207
PK,2015,8,8,7661,252
PK,2015,8,12,7047,197
PK,2016,4,10,5471,95
PL,2016,2,2,91,
PL,2016,5,8,76,
PL,2017,10,17,317,
PM,2015,3,3,54,
PM,2015,12,12,45,
PM,2016,1,17,18,
PM,2017,4,23,17,2
PM,2017,7,10,6,
PM,2017,10,25,14,
PO,2015,4,21,25,
PO,2016,1,15,77,
PO,2016,4,24,20,
PO,2017,5,9,85,
PO,2017,10,2,3,
PP,2015,6,1,18,4
PP,2016,5,2,30,
PP,2016,6,12,7,
PP,2016,7,1,47,3
PP,2017,2,6,38,
PP,2017,2,10,63,
PP,2017,3,8,83,1
PP,2017,9,8,61,6
PP,2017,10,25,135,17
QA,2015,3,5,1790,155
QA,2015,4,30,2114,135
QA,2015,8,12,2098,51
QA,2017,3,19,1207,45
QA,2017,8,21,1255,24
QA,2017,8,22,1276,52
QA,2017,10,2,1086,4
RB,2015,3,4,93,
RB,2016,1,24,30,
RB,2016,1,30,9,
RB,2016,9,20,151,5
RI,2015,9,21,215,
RI,2015,9,25,335,
RO,2015,5,3,22,
RO,2015,10,11,43,2
RO,2016,9,23,520,
RO,2017,9,20,480,10
RP,2015,10,4,6024,77
RP,2016,8,4,9990,337
RP,2016,8,9,9464,153
RP,2016,9,24,8205,141
RP,2017,1,10,8390,193
RP,2017,11,5,8319,69
RS,2015,8,27,6525,3051
RS,2015,12,13,2703,1773
RS,2017,7,21,6107,1801
RW,2015,4,25,49,
RW,2016,12,20,212,2
SA,2015,3,11,920,33
SA,2016,6,4,843,3
SA,2016,10,5,1326,44
SA,2016,10,24,1208,16
SA,2016,12,24,831,20
SA,2017,2,3,1111,9
SA,2017,10,5,1413,49
SA,2017,11,1,1137,12
SE,2015,9,28,31,
SE,2016,6,20,20,
SE,2017,4,8,57,
SE,2017,6,9,39,
SE,2017,6,18,18,
SE,2017,9,4,42,
SF,2016,4,6,7687,291
SF,2016,6,17,7957,110
SF,2016,8,25,9043,158
SF,2016,11,3,8158,291
SF,2017,3,6,7727,315
SH,2016,10,3,48,
SI,2015,6,8,7,
SI,2015,11,14,41,
SI,2016,6,15,31,
SI,2017,7,9,4,1
SI,2017,8,14,4,
SI,2017,10,18,17,
SL,2015,3,19,393,4
SL,2015,11,21,145,
SL,2016,3,9,194,
SL,2016,4,5,167,2
SL,2017,8,29,77,
SL,2017,10,5,408,
SN,2015,3,8,1137,57
SN,2016,8,12,2026,24
SN,2017,3,19,524,4
SO,2015,2,27,837,
SO,2015,6,10,352,
SO,2016,7,29,241,
SO,2016,8,30,656,1
SO,2017,5,17,579,16
SO,2017,5,18,416,20
SO,2017,5,23,278,39
SO,2017,6,16,560,2
SO,2017,9,12,324,
SO,2017,10,5,388,
SO,2017,11,10,581,2
SP,2015,4,21,448,27
SP,2015,6,17,933,9
SP,2015,6,19,784,5
SP,2015,6,20,518,2
SP,2015,11,23,465,4
SP,2016,11,26,221,
SP,2017,7,27,344,4
ST,2015,3,9,7,
ST,2015,12,29,96,
ST,2016,8,16,80,
ST,2016,9,8,114,
ST,2017,2,11,80,14
ST,2017,7,29,41,
SU,,,,1,
SU,2015,6,1,510,
SU,2015,6,26,364,7
SU,2016,9,15,274,
SU,2017,4,16,255,
SW,2015,12,23,82,1
SW,2016,8,10,79,2
SW,2016,8,23,104,
SW,2016,9,10,36,
SW,2017,1,6,36,8
SW,2017,10,26,88,1
SX,2015,3,26,3,
SX,2015,11,25,4,
SX,2015,12,7,1,
SX,2016,7,18,2,
SY,2015,6,6,1786,23
SY,2016,12,3,2994,45
SY,2017,2,18,3061,18
SZ,2017,1,11,444,4
TD,2015,8,2,380,
TD,2015,9,5,231,6
TD,2015,11,8,106,
TD,2016,1,22,209,7
TD,2016,5,11,575,25
TD,2016,7,27,444,9
TD,2016,12,23,277,1
TD,2017,1,13,391,7
TD,2017,1,25,573,31
TD,2017,6,5,313,
TD,2017,10,29,103,
TH,2015,2,23,1799,90
TH,2015,3,13,1421,31
TH,2015,5,4,1156,20
TH,2017,5,28,525,35
TH,2017,9,2,671,19
TI,2016,9,16,82,4
TI,2017,2,7,84,
TK,2015,7,29,71,
TK,2015,8,13,16,
TK,2015,9,23,16,
TO,2015,4,18,1,
TO,2015,5,1,2,
TS,2015,3,24,11,
TS,2015,5,27,5,
TU,2016,4,10,2151,26
TU,2016,7,1,2510,62
TU,2017,6,24,1861,13
TU,2017,10,21,1479,77
TW,2015,11,5,987,12
TW,2016,1,8,525,21
TW,2016,1,11,608,3
TW,2016,2,5,408,6
TW,2016,8,17,782,67
TW,2017,10,19,310,5
TW,2017,11,4,555,14
TX,2015,2,20,8,
TX,2015,4,3,15,
TX,2016,8,15,3,
TX,2016,12,5,18,
TX,2017,2,14,67,
TX,2017,3,8,3,
TZ,2015,9,22,138,6
TZ,2017,3,14,170,4
TZ,2017,8,18,155,16
TZ,2017,10,6,216,11
UG,2015,3,22,531,
UG,2015,8,27,540,
UG,2016,12,13,1005,28
UK,2016,2,8,30385,912
UK,2016,4,3,17978,185
UK,2016,12,14,46525,702
UK,2017,2,10,40671,976
UP,2015,4,27,729,7
UP,2015,5,14,458,5
UP,2015,8,19,790,57
UP,2015,9,1,578,6
UP,2016,3,16,796,1
UP,2016,7,24,266,
UP,2016,9,1,870,22
UP,2016,9,3,314,
UP,2016,10,2,329,
UP,2016,11,30,1161,22
US,2015,5,25,308104,47535
US,2015,7,10,559213,11226
US,2016,3,11,445128,16008
US,2016,3,30,434410,11070
US,2016,8,23,441171,20696
US,2017,3,10,496398,11557
US,2017,8,27,232882,58529
UV,2015,5,2,51,
UV,2015,10,24,55,2
UV,2015,11,3,61,4
UZ,2015,8,28,6,
UZ,2017,6,9,19,
VC,2017,5,17,22,
VC,2017,7,5,2,
VC,2017,11,13,10,
VE,2015,4,15,283,
VE,2016,7,7,583,5
VE,2017,9,23,26,
VI,2015,3,10,17,
VI,2015,4,10,23,
VI,2015,5,31,6,
VI,2015,11,19,15,
VI,2015,12,14,7,
VI,2016,4,8,32,
VI,2017,4,29,3,
VI,2017,10,10,26,26
VM,2015,10,6,633,12
VM,2016,1,15,1365,
VM,2016,6,1,2165,17
VM,2016,7,17,1027,6
VM,2017,6,7,864,31
VQ,2016,7,18,12,
VQ,2016,9,13,136,
VQ,2016,9,21,20,
VQ,2017,5,8,8,
VT,2016,11,16,47,
WA,2015,7,21,473,255
WA,2015,8,15,25,
WA,2017,2,17,80,1
WS,2015,4,10,140,5
WS,2015,5,17,159,32
WS,2015,12,13,184,2
WS,2016,8,15,122,10
WS,2016,11,27,83,
WS,2016,12,18,84,
WS,2017,5,4,77,3
WS,2017,7,3,81,6
WS,2017,9,19,159,15
WZ,2015,8,9,105,
WZ,2015,9,19,35,1
WZ,2015,10,6,27,
WZ,2015,12,30,45,
WZ,2016,7,5,51,
WZ,2016,8,24,40,
WZ,2017,3,3,25,
YM,2015,3,9,145,
YM,2016,3,1,16,
YM,2016,6,29,3,
YM,2017,9,8,4,
ZA,2015,8,23,296,
ZA,2015,11,10,482,42
ZA,2016,3,24,394,
ZA,2017,4,18,117,
ZI,2016,1,6,933,25
ZI,2016,2,1,1094,21
ZI,2016,2,27,845,11
ZI,2016,3,11,1100,50
ZI,2016,6,15,858,40
ZI,2016,9,13,2303,49
ZI,2017,7,6,812,6
,2015,6,17,1095,
AE,2015,11,30,2930,104
AE,2016,5,5,2441,126
AE,2017,4,30,2609,71
AF,2015,5,19,527,
AF,2015,8,22,480,
AF,2017,9,1,352,
AG,2015,8,25,41,3
AG,2016,11,25,64,4
AG,2017,4,28,13,
AJ,2015,11,11,1077,21
AJ,2015,11,17,958,69
AJ,2016,7,12,1331,40
AJ,2017,8,1,629,37
AJ,2017,9,25,995,72
AJ,2017,10,25,849,
AL,2015,2,20,101,7
AL,2015,5,4,33,
AL,2015,5,24,4,
AL,2015,7,21,87,
AL,2015,12,26,43,
AL,2016,4,16,50,
AL,2016,5,24,112,
AL,2016,12,10,75,
AM,2015,9,30,2417,6
AM,2016,4,5,2524,
AM,2017,5,6,1221,4
AM,2017,9,20,1958,5
AO,2015,4,1,123,
AO,2015,4,24,38,1
AO,2015,9,3,53,
AO,2015,12,25,88,
AO,2016,4,8,92,4
AO,2016,11,21,110,
AO,2017,6,7,127,
AO,2017,10,1,62,
AO,2017,10,3,100,
AR,2015,6,24,252,1
AR,2015,8,2,237,
AR,2015,9,15,428,6
AS,2015,4,3,42399,750
AS,2016,2,17,56058,1929
AS,2017,5,18,31523,1273
AU,2016,5,17,333,
AU,2016,12,17,10,4
AV,2015,3,19,3,
AV,2016,5,24,3,
BA,2015,3,13,267,5
BA,2015,3,24,519,18
BB,2015,6,18,126,1
BB,2015,6,27,123,
BB,2015,9,13,58,
BB,2016,5,13,144,
BB,2016,6,17,151,
BB,2016,8,26,100,
BB,2016,9,5,203,
BB,2017,2,28,144,
BC,2016,1,12,98,2
BC,2016,2,18,147,2
BD,2015,3,31,66,
BD,2016,1,17,9,
BD,2016,1,24,16,
BD,2016,4,6,131,1
BE,2015,9,21,44,
BE,2015,11,27,54,
BE,2016,8,3,33,
BF,2015,9,6,32,
BF,2015,12,19,124,
BF,2016,5,12,342,12
BF,2016,7,31,8,
BF,2017,5,8,163,
BG,2015,4,18,1909,48
BG,2017,2,15,3491,20
BG,2017,8,20,1886,71
BG,2017,11,23,779,23
BH,2015,6,13,103,
BH,2015,6,26,332,
BH,2015,9,16,281,
BH,2016,3,19,352,1
BH,2017,6,11,86,6
BH,2017,11,15,254,3
BK,2015,2,24,1,
BK,2015,9,11,1,1
BK,2016,1,14,8,
BK,2016,9,10,11,
BK,2017,6,22,38,
BK,2017,6,29,12,
BK,2017,7,13,6,
BM,2015,7,31,332,55
BM,2015,8,12,343,6
BM,2016,8,12,269,8
BN,2016,2,2,12,
BO,2015,8,23,71,
BO,2015,8,26,161,7
BO,2015,12,10,472,4
BO,2016,4,21,481,
BO,2016,7,25,325,
BP,2015,4,19,93,2
BP,2016,7,19,36,
BP,2017,8,12,47,
BP,2017,9,19,20,2
BR,2015,8,20,70,
BR,2017,7,23,11,
BR,2017,11,4,25,
BT,2016,1,15,38,
BT,2016,7,3,88,
BU,2015,9,9,618,
BU,2015,11,10,565,8
BU,2016,11,27,395,
BU,2017,4,13,420,
BX,2015,9,17,425,5
BX,2015,9,24,408,8
BX,2015,10,27,198,
BX,2016,4,29,170,10
BX,2017,11,1,169,
BY,2016,4,13,7,
BY,2017,2,23,8,
CA,2015,10,20,33701,817
CA,2016,1,1,10197,515
CA,2016,1,2,11159,157
CA,2016,1,27,25772,1116
CA,2017,9,25,14379,549
CA,2017,10,26,21646,525
CB,2015,3,11,506,73
CB,2016,7,7,283,3
CB,2017,4,29,184,
CB,2017,6,28,338,20
CB,2017,10,11,377,3
CE,2015,6,12,1196,25
CE,2016,2,23,1194,
CE,2016,2,26,1019,11
CE,2016,3,18,849,87
CF,2015,4,21,8,
CF,2016,4,16,7,
CH,2016,2,8,5872,370
CH,2016,10,12,12145,453
CH,2017,2,14,10290,332
CH,2017,4,9,3262,73
CH,2017,9,30,3423,51
CI,2017,1,23,13,
CJ,2015,3,10,106,4
CJ,2015,3,11,108,
CJ,2015,11,7,13,1
CM,2015,3,18,77,
CM,2015,11,13,223,
CM,2016,4,8,109,
CM,2017,7,23,20,
CO,2015,3,19,74,1
CO,2015,5,27,97,
CO,2015,8,20,84,
CO,2015,12,5,47,
CO,2016,4,27,12,
CO,2016,6,1,90,1
CO,2016,10,7,18,
CO,2017,8,16,44,
CS,2015,3,22,14,5
CS,2016,10,1,27,6
CS,2017,4,20,57,8
CT,2016,10,11,6,
CT,2016,12,9,1,
CU,2015,5,21,453,24
CU,2015,6,5,279,
CU,2016,5,10,266,
CU,2016,11,25,204,2
CU,2017,6,5,439,33
CU,2017,8,12,133,
CW,2016,5,9,38,
CW,2017,5,15,73,9
CW,2017,7,30,12,
CW,2017,8,26,16,
CW,2017,10,2,28,
CY,2015,7,25,395,21
CY,2015,11,30,555,4
CY,2016,3,21,461,5
DA,2015,4,6,22,
DA,2015,7,26,1,
DA,2015,11,10,74,
DA,2015,11,21,8,
DA,2015,12,2,39,
DA,2016,6,15,224,4
DA,2017,1,13,47,10
DJ,2016,10,10,7,6
DO,2015,6,17,25,
DO,2016,8,24,9,1
DO,2017,4,15,11,
DO,2017,10,7,11,
DO,2017,10,13,4,1
DR,2015,4,19,14,
DR,2016,4,3,20,
DR,2016,4,17,1,
DR,2016,6,6,29,
DR,2016,12,23,6,
EC,2015,2,21,19,
EC,2016,7,14,21,
EC,2016,9,17,5,
EC,2017,6,6,33,5
EG,2015,4,20,701,36
EG,2015,5,9,665,
EG,2015,12,11,1360,4
EG,2016,9,4,1064,1
EG,2016,10,29,634,70
EG,2017,7,31,350,24
EG,2017,8,17,747,
EG,2017,9,11,956,47
EI,2015,9,6,2206,49
EI,2016,3,20,2251,17
EI,2016,10,8,3409,126
EI,2016,10,16,3382,28
EI,2017,1,2,5962,78
EI,2017,1,12,5440,140
EN,2015,4,9,82,
EN,2017,4,13,50,
EN,2017,10,11,11,
ER,2015,8,22,25,
ER,2016,3,16,16,14
ER,2017,1,1,28,
ER,2017,8,26,2,
ER,2017,10,4,61,
ER,2017,10,22,7,
ES,2016,2,3,1,
ET,2016,4,8,202,7
ET,2016,7,31,267,9
ET,2017,2,7,142,1
EZ,2015,10,7,905,
EZ,2015,11,6,541,15
EZ,2016,9,17,2,
EZ,2017,5,4,217,
EZ,2017,6,14,230,
FI,2015,7,14,96,
FI,2017,5,31,28,
FI,2017,10,28,85,1
FJ,2015,8,24,351,50
FJ,2016,8,15,414,24
FJ,2017,4,27,764,17
FJ,2017,7,27,414,1
FK,2017,6,9,3,
FO,2017,6,10,1,
FR,2015,4,22,700,22
FR,2016,11,17,1287,46
FR,2017,5,20,705,
GA,2015,4,18,70,
GA,2015,5,22,156,
GA,2015,6,1,466,
GA,2015,8,1,73,2
GA,2016,2,12,92,
GA,2017,4,25,67,
GA,2017,7,6,84,
GB,2016,1,2,15,
GG,2015,3,24,209,
GG,2016,6,17,80,
GG,2017,2,21,243,3
GH,2016,4,11,3159,25
GH,2016,7,22,2444,41
GH,2016,10,6,3222,80
GH,2017,1,31,4242,58
GH,2017,4,14,1474,43
GH,2017,9,2,1461,39
GI,2015,3,4,23,
GI,2015,9,3,44,
GI,2015,10,23,39,
GI,2015,12,25,2,
GI,2016,3,6,2,
GI,2016,12,29,25,
GI,2017,3,14,21,
GI,2017,8,26,2,
GJ,2017,1,24,30,3
GJ,2017,8,10,3,
GJ,2017,9,29,42,
GK,2015,4,1,4,
GL,2016,4,2,1,1
GL,2017,3,18,19,2
GM,2015,5,4,1232,51
GM,2016,10,24,987,38
GM,2016,11,30,1530,38
GM,2017,6,11,647,
GQ,2016,2,20,77,
GQ,2016,9,14,102,2
GQ,2017,5,7,46,
GR,2015,8,11,368,8
GR,2016,10,21,699,
GR,2017,4,6,241,
GR,2017,7,20,340,7
GT,2015,9,14,5,
GT,2015,11,24,7,
GT,2016,6,26,3,
GV,2017,5,26,8,
GY,2015,8,3,200,6
GY,2016,2,16,297,24
GY,2017,9,20,313,26
HA,2015,4,14,79,
HA,2015,5,29,15,
HA,2015,10,23,44,
HA,2016,5,6,23,
HA,2016,10,5,81,47
HA,2017,4,25,90,
HK,2015,6,19,740,35
HK,2015,9,25,333,
HK,2016,12,24,17,
HK,2016,12,30,187,
HK,2017,3,5,87,
HK,2017,10,16,215,3
HR,2015,6,28,246,
HR,2016,1,16,47,
HR,2016,7,10,55,1
HR,2016,10,15,22,
HR,2016,11,16,142,
HR,2017,3,30,236,
HU,2015,8,24,145,
HU,2015,9,23,162,
HU,2016,12,24,18,
HU,2017,3,10,172,
IC,2015,4,1,63,7
IC,2015,7,4,75,7
IC,2016,1,22,45,1
IC,2016,3,29,86,8
IC,2016,11,14,31,
IC,2017,11,16,11,2
ID,2015,4,12,385,4
ID,2015,10,25,399,1
ID,2016,9,23,786,61
ID,2017,8,27,163,16
IM,2015,10,4,10,
IM,2016,11,18,44,
IM,2016,12,25,9,
IM,2017,6,16,7,
IM,2017,7,3,27,
IN,2015,7,28,38531,726
IN,2015,12,8,38640,1351
IN,2016,3,14,34301,896
IN,2016,6,7,43017,1281
IN,2017,7,10,35094,1378
IO,2015,9,6,9,
IO,2016,6,26,5,
IO,2017,5,29,4,
IR,2015,7,1,880,33
IR,2016,4,8,1416,15
IR,2016,11,12,4779,118
IS,2015,8,4,7560,115
IS,2015,9,17,9594,157
IS,2016,3,18,5805,7
IS,2016,11,25,8004,114
IS,2017,3,31,8374,7
IS,2017,9,2,4811,29
IT,2015,10,18,2493,
IT,2015,11,5,4063,32
IT,2016,4,10,91,
IT,2016,6,6,574,21
IT,2016,6,17,867,36
IT,2016,11,10,757,12
IT,2017,3,27,843,4
IT,2017,6,26,873,3
IV,2016,1,30,1,
IZ,2015,4,8,672,
IZ,2015,9,17,609,11
IZ,2015,10,19,395,9
IZ,2016,3,2,438,37
IZ,2016,7,19,1491,19
IZ,2017,6,1,945,17
IZ,2017,9,1,582,12
IZ,2017,10,30,425,
JA,2015,3,14,1003,40
JA,2015,5,8,1222,35
JA,2015,5,21,1531,65
JA,2015,6,13,792,25
JA,2017,11,1,1737,54
JE,2015,11,3,1,1
JM,2015,5,5,938,1
JM,2015,9,5,204,
JM,2015,10,16,625,2
JM,2016,2,1,806,9
JM,2016,11,9,1239,31
JM,2017,8,23,798,15
JO,2015,4,11,385,3
JO,2015,8,10,251,2
JO,2015,8,27,391,17
JO,2015,12,13,250,2
JO,2016,3,11,120,4
JO,2016,9,11,268,
JO,2017,5,28,229,
KE,2017,3,17,2732,85
KE,2017,3,18,1736,27
KG,2015,3,10,293,22
KG,2015,4,8,318,19
KG,2016,3,14,342,8
KG,2016,5,16,235,1
KG,2016,7,23,77,16
KG,2016,10,19,291,13
KG,2016,12,22,346,
KN,2016,1,7,125,15
KN,2016,7,1,277,7
KN,2017,1,4,560,1
KS,2016,1,26,1056,1
KS,2016,2,6,508,
KS,2016,6,5,1291,12
KS,2016,6,7,1852,12
KS,2016,6,11,508,12
KS,2017,6,20,1461,71
KS,2017,7,2,802,2
KS,2017,8,28,1606,73
KU,2015,3,31,877,40
KU,2017,4,18,261,
KU,2017,10,19,447,14
KV,2015,8,25,12,
KV,2016,8,25,16,
KV,2017,6,27,6,
KV,2017,8,3,27,
KZ,2015,3,23,61,
KZ,2015,7,16,108,
KZ,2016,5,31,121,
KZ,2016,11,10,107,2
LA,2015,3,2,59,
LA,2015,5,6,12,
LA,2016,4,12,12,
LA,2016,8,7,112,
LE,2015,3,9,2693,22
LE,2015,3,12,2777,96
LE,2015,11,4,1277,26
LE,2016,11,1,405,3
LE,2017,3,2,485,
LG,2015,10,2,95,
LG,2016,2,22,156,
LG,2016,11,1,134,6
LH,2015,7,15,91,
LH,2015,8,8,4,
LH,2016,2,12,35,
LH,2016,4,3,2,
LH,2016,9,20,43,
LH,2016,10,12,32,
LI,2015,12,7,290,63
LI,2016,7,8,243,
LI,2016,9,25,115,10
LI,2017,9,3,53,
LO,2015,4,21,73,9
LO,2015,9,23,117,
LT,2015,11,5,109,
LT,2016,10,25,80,
LU,2016,2,22,130,
LU,2016,6,12,4,
LU,2016,6,22,68,
LY,2015,4,17,39,
LY,2017,2,25,76,
LY,2017,5,19,86,6
LY,2017,5,26,53,9
LY,2017,6,1,67,13
LY,2017,9,16,49,
MA,2016,3,18,10,6
MC,2015,7,20,198,16
MC,2015,10,14,91,20
MC,2016,1,21,108,5
MC,2016,2,18,45,5
MC,2016,2,29,115,
MC,2016,10,16,5,
MC,2017,4,4,99,
MC,2017,7,24,73,4
MC,2017,10,27,97,
MD,2015,3,11,8,
MD,2016,3,3,55,
MD,2016,9,13,87,
MD,2017,8,19,3,
MG,2015,7,29,17,
MG,2016,4,27,2,
MG,2016,6,9,5,
MG,2016,8,31,9,
MG,2016,10,6,11,
MG,2016,11,6,1,
MG,2017,6,21,1,
MH,2016,5,1,31,
MH,2017,10,29,2,
MI,2015,10,7,116,
MI,2016,9,27,140,3
MI,2016,9,28,115,
MI,2016,11,19,118,
MI,2017,2,11,151,12
MJ,2015,10,4,1,
MJ,2016,3,26,1,
MJ,2016,9,25,24,
MJ,2017,4,28,8,
MK,2015,2,24,144,
MK,2015,4,18,166,
MK,2015,4,28,150,
MK,2016,4,11,70,
MK,2016,10,11,54,
MK,2017,1,26,247,
MO,2016,1,31,54,5
MO,2016,4,19,138,4
MO,2016,9,16,73,
MO,2016,12,18,5,
MO,2017,11,6,103,4
MP,2015,8,13,20,
MP,2016,1,18,23,
MP,2017,4,22,39,
MP,2017,5,16,25,
MT,2015,3,26,619,11
MT,2015,4,9,568,20
MT,2015,11,1,533,107
MT,2016,7,2,336,6
MT,2016,9,28,414,
MT,2017,1,12,402,3
MT,2017,5,4,628,3
MT,2017,5,5,386,12
MT,2017,8,17,233,2
MT,2017,10,20,395,
MU,2015,6,25,92,9
MU,2015,8,9,293,5
MV,2015,3,16,180,17
MV,2016,2,3,107,
MX,2016,5,25,194,9
MX,2017,1,23,186,
MX,2017,3,6,69,
MX,2017,5,10,67,
MX,2017,6,12,49,3
MX,2017,7,21,159,2
MY,2015,11,12,4932,281
MY,2016,2,7,3393,122
MY,2016,8,19,4948,102
MZ,2015,5,3,4,
MZ,2015,6,9,9,
MZ,2016,3,8,8,
NH,2017,6,26,48,
NH,2017,7,5,5,
NH,2017,7,19,8,
NH,2017,9,9,8,
NI,2017,7,30,7932,363
NI,2017,10,27,13199,537
NL,2015,2,24,204,1
NL,2015,7,7,585,35
NL,2016,8,10,139,
NL,2016,9,8,220,27
NL,2016,11,27,1,
NL,2017,3,25,26,
NL,2017,5,13,69,5
NL,2017,8,8,139,13
NO,2015,3,3,836,11
NO,2015,6,6,166,
NO,2015,8,9,46,
NO,2016,9,2,215,14
NO,2017,7,17,66,3
NP,2015,4,25,330,52
NP,2015,6,17,906,72
NP,2015,8,28,898,55
NP,2015,11,6,830,38
NP,2015,12,6,979,72
NP,2016,2,6,695,12
NP,2016,2,25,868,40
NP,2016,6,29,1278,53
NP,2016,8,6,1161,39
NP,2016,10,6,3198,239
NP,2017,3,3,931,12
NP,2017,5,11,162,5
NS,2016,6,4,3,
NS,2016,7,28,2,
NU,2015,2,20,1,
NU,2016,12,31,13,
NZ,2015,9,2,4149,190
NZ,2015,9,27,3240,172
NZ,2016,8,10,2515,50
OD,2015,10,11,11,
OD,2017,1,21,45,
OD,2017,7,4,69,
PE,2015,8,12,42,
PE,2016,1,21,40,
PE,2016,2,1,28,
PE,2016,6,16,7,1
PE,2017,5,16,37,1
PK,2015,7,7,7433,299
PK,2015,10,29,9036,314
PK,2016,3,20,4673,79
PK,2016,3,22,6218,157
PK,2016,4,2,7455,136
PK,2016,12,18,6888,86
PL,2015,7,24,106,
PL,2016,9,12,120,
PM,2015,6,12,19,
PM,2016,4,28,60,
PM,2017,7,28,36,
PO,2015,7,31,64,4
PO,2015,9,5,14,6
PO,2015,9,19,5,
PO,2015,10,7,12,
PP,2015,9,21,39,
PP,2015,9,25,14,5
PP,2015,11,20,23,
PP,2016,5,19,76,5
PP,2016,12,29,61,10
QA,2015,2,27,1305,47
QA,2015,4,18,1512,47
QA,2016,1,16,2268,76
QA,2016,3,7,2446,103
QA,2016,5,30,1914,37
QA,2016,12,27,861,16
QA,2017,9,16,728,24
QA,2017,10,11,817,22
QA,2017,11,12,1557,30
RB,2015,6,24,108,
RB,2016,5,2,54,
RB,2016,7,18,162,
RB,2016,7,29,136,
RB,2017,7,28,160,
RE,2015,4,28,3,
RI,2015,7,17,249,
RI,2015,8,16,112,
RI,2017,8,9,296,8
RM,2016,9,29,21,
RO,2015,10,29,264,
RO,2015,12,3,386,12
RO,2016,6,16,944,34
RO,2017,11,4,56,
RP,2015,4,13,4056,40
RP,2015,12,5,4438,113
RP,2016,8,19,8807,105
RP,2017,2,8,10596,683
RQ,2015,11,28,2,
RS,2015,8,11,5944,2568
RS,2016,7,28,7250,2247
RS,2016,11,15,8446,2596
RS,2017,9,27,5574,2762
RW,2015,7,28,225,
RW,2016,1,27,430,1
RW,2016,7,30,102,
RW,2017,10,11,53,
SA,2015,6,27,1004,40
SA,2015,12,28,936,32
SA,2016,2,21,1091,40
SA,2016,3,26,738,
SA,2016,4,18,1403,253
SA,2016,5,30,584,26
SA,2016,9,13,776,16
SA,2017,1,20,797,27
SA,2017,9,26,1261,49
SE,2015,3,8,25,
SE,2015,7,5,59,5
SE,2015,8,3,154,11
SE,2015,9,7,19,
SE,2015,12,3,54,
SE,2016,2,16,101,9
SE,2016,6,10,74,
SF,2016,5,17,9609,458
SF,2016,10,14,8035,246
SF,2017,3,15,7514,289
